raw_words,sentiment,aspect,opinion,subjectivity
"So she suggested another beer , all which were more expensive ( by about $ 2.25 ) .",NEG,beer,more expensive,0
So sweet and yummy .,POS,,"yummy, So sweet",0
So tasty got the regular shack burger ... . ummmmI ordered the peanut butter shake since I never had one before it reminded me of a Reeces peanut butter cup .,POS,regular shack burger,So tasty,0
So the small portion is probably enough for most folks I had ordered the large/regular .,POS,portion,,0
So we did and having no other Chick-fil-A endeavors this one was great .,POS,Chick-fil-A,great,0
"So we got the delicious burger , and was done within minutes .",POS,,,0
"So we got the delicious burger , and was done within minutes .",POS,burger,delicious,0
"So we ordered a regular margarita and an Avocado margarita -- -- and yes , I concur the the avocado margarita is indeed delectable !",POS,avocado margarita,delectable,0
So we stopped in here after a long morning of shopping ! Its still just ok for me .,NEU,,just ok,1
So we waited about 20-30 minutes before I could flag a waitress to get water.The food descriptions sounded creative and funny .,POS,food descriptions,"funny, creative",0
So when I stumbled on them I was skeptical but thrilled .,NEG,,skeptical,0
So when I stumbled on them I was skeptical but thrilled .,POS,,thrilled,0
So worth it .,POS,,So worth,0
So worth the trip .,POS,,So worth,0
"So yeah , its overpriced and crowded , but it 's totally worth it .",NEG,,"overpriced, crowded",0
"So yeah , its overpriced and crowded , but it 's totally worth it .",POS,,totally worth,0
"So you have to get there before 10pm and split once they start rolllling in.You have to check out reggae brunch , great food ( not any of that fois gras crap ) .All in all great place , check it out .",POS,food,great,0
"So you have to get there before 10pm and split once they start rolllling in.You have to check out reggae brunch , great food ( not any of that fois gras crap ) .All in all great place , check it out .",POS,place,"NULL, great",0
"So you have to get there before 10pm and split once they start rolllling in.You have to check out reggae brunch , great food ( not any of that fois gras crap ) .All in all great place , check it out .",POS,reggae brunch,,0
So ~ its just okay .,NEU,,just okay,1
Solid food and nice atmosphere .,POS,atmosphere,nice,0
Solid place to get coffee .,POS,place,Solid,0
Solid ramen place !,POS,ramen place,Solid,0
"Solid seafood , pretty cheap , fun bar scene .",POS,bar scene,fun,0
"Solid seafood , pretty cheap , fun bar scene .",POS,seafood,"Solid, pretty cheap",0
"Some days the food is better than others , depending on who the cook is , but I usually go to this location , since there is a mall right beside it .",POS,food,better,0
Some deltas : 1 ) The food was n't as impressive as I had anticipated .,NEG,food,impressive,0
Some of my dining companions did not fare as well with their entree selections .,NEG,entree selections,well,0
Some of the flavor names are funny like Chocolate as @ ! # $ @ '' and `` Vanilla as @ # $ # @ # '' .,POS,Some of the flavor names,funny,0
Some of the potatoes were mushy and some were rubbery ... I 'm grossed out .,NEG,Some of the potatoes,grossed out,0
Some people complain about the fact that it is beer and wine only .,NEG,,complain,0
"Some were good and some were great , but none were bad.Service was fast and efficient .",POS,,"great, good",0
"Some were good and some were great , but none were bad.Service was fast and efficient .",POS,bad.Service,"fast, efficient",0
"Someone said it is pricey , and I do not agree .",POS,,pricey,0
"Soo cool , the staff might be the best part-genuine people who are happy / knowledgable .",POS,part-genuine people,"knowledgable, happy",0
"Soo cool , the staff might be the best part-genuine people who are happy / knowledgable .",POS,staff,"Soo cool, best",0
Soon after sitting down a hostess came to the table to tell us that all tables in the bar area have to be seated by the hostess .,NEG,hostess,,0
Sooo Good .,POS,,Sooo Good,0
Sorry to say .,NEG,,Sorry,0
"Soups are also great , as are all the entrees and sides .",POS,Soups,great,0
"Soups are also great , as are all the entrees and sides .",POS,entrees,great,0
"Soups are also great , as are all the entrees and sides .",POS,sides,great,0
Soups are great .,POS,Soups,great,0
"Southwestern was my favorite because it had lots of yummy stuff in it like beans , corn , and it was seasoned well .",POS,Southwestern,"well, favorite",0
"Southwestern was my favorite because it had lots of yummy stuff in it like beans , corn , and it was seasoned well .",POS,beans,yummy,0
"Southwestern was my favorite because it had lots of yummy stuff in it like beans , corn , and it was seasoned well .",POS,corn,yummy,0
"Spaghetti tasted like it was old , ribs were sooo dry , pizzas were sooo salty and oily .",NEG,Spaghetti,old,0
"Spaghetti tasted like it was old , ribs were sooo dry , pizzas were sooo salty and oily .",NEG,pizzas,"oily, sooo salty",0
"Spaghetti tasted like it was old , ribs were sooo dry , pizzas were sooo salty and oily .",NEG,ribs,sooo dry,0
"Spotty food quality , poor order accuracy and often surly/dismissive staff ( especially in the evenings after 7pm ) .",NEG,food,Spotty,0
"Spotty food quality , poor order accuracy and often surly/dismissive staff ( especially in the evenings after 7pm ) .",NEG,order accuracy,poor,0
"Spotty food quality , poor order accuracy and often surly/dismissive staff ( especially in the evenings after 7pm ) .",NEG,staff,surly/dismissive,0
"Squished bun , lettuce coming out halfway out the sandwich , and their smoothie/freeze machine tastes like it has n't been cleaned in forever .",NEG,bun,,0
"Squished bun , lettuce coming out halfway out the sandwich , and their smoothie/freeze machine tastes like it has n't been cleaned in forever .",NEG,smoothie/freeze machine,,0
Staff all friendly and helpfull .,POS,Staff,"friendly, helpfull",0
Staff are friendly .,POS,Staff,friendly,0
Staff are friendly and knowledgeable .,POS,Staff,"friendly, knowledgeable",0
Staff friendly and the service great !,POS,Staff,friendly,0
Staff friendly and the service great !,POS,service,great,0
"Staff is also very friendly and helpful ! Sign up for the email and get coupons , too !",POS,,,0
"Staff is also very friendly and helpful ! Sign up for the email and get coupons , too !",POS,Staff,"helpful, very friendly",0
"Staff is always friendly , new delicious and nutritious options come all the time , and nutrition facts are posted on the wall in case you are worried about that .",POS,,,0
"Staff is always friendly , new delicious and nutritious options come all the time , and nutrition facts are posted on the wall in case you are worried about that .",POS,Staff,friendly,0
"Staff is always friendly , new delicious and nutritious options come all the time , and nutrition facts are posted on the wall in case you are worried about that .",POS,options,"nutritious, new, delicious",0
Staff is awesome .,POS,Staff,awesome,0
"Staff is friendly and helpful as well , even when they are swamped .",POS,Staff,"friendly, helpful",0
Staff is really nice too.Looking for good Shawarma go no further .,POS,Shawarma,good,0
Staff is really nice too.Looking for good Shawarma go no further .,POS,Staff,really nice,0
Staff is very friendly and helpful .,POS,Staff,"very friendly, helpful",0
Staff was amazing as always .,POS,Staff,amazing,0
Staff was exceptionally friendly and helpful .,POS,Staff,"exceptionally friendly, helpful",0
Staff was friendly and attentive .,POS,Staff,"friendly, attentive",0
Standout was the pernil !,POS,pernil,Standout,0
Stay away from this place .,NEG,place,,0
Steak fajitas were great .,POS,Steak fajitas,great,0
"Steak was tender , juicy and perfectly seasoned .",POS,Steak,"tender, juicy, perfectly",0
Stella has become my boyfriend and my spot strictly because of the Bolognese .,POS,Bolognese,,0
Stella has become my boyfriend and my spot strictly because of the Bolognese .,POS,Stella,,0
Sticky buns with cream cheese icing and the almond croissants are incredible .,POS,Sticky buns with cream cheese icing,incredible,0
Sticky buns with cream cheese icing and the almond croissants are incredible .,POS,almond croissants,incredible,0
"Still , I would come back again and bring my friends too .",POS,,,0
"Still , when comparing the two - Menchies at the loop is always PACKED - and more expensive ... I 'll take Cold as Ice any day .",NEG,Menchies,more expensive,0
"Still going strong , always reliable .",POS,,"strong, reliable",0
"Still it took forever to get our bill and when we finally did , it was wrong .",NEG,,,0
"Still it took forever to get our bill and when we finally did , it was wrong .",NEG,bill,wrong,0
Still the best sushi place in Austin .,POS,sushi place,best,0
Still told no .,NEG,,,0
"Stop driving out the wrong way , idiots.No credit cards , which is a bummer , but they do have an ATM inside .",NEG,,bummer,0
"Stopped here for a quick lunch after taking Zumba at Galaxy Dance Studios , and am so glad I did !",POS,,so glad,0
Stormbreakers got a certain charm about it that makes me want to fight bridge traffic and make an appearance every night .,POS,Stormbreakers,certain charm,0
Strawberry cake was also average .,NEU,Strawberry cake,average,1
"Strike one.She also seated us on the side of the tavern she wasn't serving , so we got a different server.My boyfriend at that point was already kind of offended at that and wanted to leave , but I really wanted to give them a chance , so we stayed .",POS,,already kind of offended,0
"Strike three.We got our food , and although I had asked for no bread for my sandwich , there it was in all its glutinous glory .",NEG,sandwich,glutinous glory,0
"Strike two.I got my caesar , and I am 90 % sure that they either forgot to add the liquor to my drink , or that their vodka is extremely watered down .",NEG,caesar,,0
Strongly suggest the roasted corn very good .,POS,roasted corn,"Strongly suggest, very good",0
Such a cool touch to a seasonal brew ! Service was great and the prices were pretty reasonable !,POS,Service,great,0
Such a cool touch to a seasonal brew ! Service was great and the prices were pretty reasonable !,POS,prices,pretty reasonable,0
Such a cool touch to a seasonal brew ! Service was great and the prices were pretty reasonable !,POS,seasonal brew,cool,0
Such a great experience .,POS,,great,0
Such a slap in the face .,NEG,,,0
"Such an unexpected and generous gesture , we were all very impressed .",POS,,very impressed,0
"Such an unexpected and generous gesture , we were all very impressed .",POS,gesture,generous,0
Summary : Areas needing improvement : flavor of pork sliders .,NEG,flavor of pork sliders,,0
"Summer time in Austin means I drink water like a fish , and they were quick to refill my glass .",POS,,,0
Super cheap yet high quality taste .,POS,,Super cheap,0
Super cheap yet high quality taste .,POS,taste,high,0
Super cool vibe as well .,POS,vibe,Super cool,0
Super delicious and huge portions for only $ 10 .,POS,,Super delicious,0
Super delicious and huge portions for only $ 10 .,POS,portions,huge,0
"Super fresh juice , though not made-to-order , which I was expecting .",POS,juice,Super fresh,0
Super friendly too .,POS,,Super friendly,0
"Super generous portions of the seafood , no skimping on the lobster in the lobster ravioli , and the mussels appetizer was soooooooo good !",POS,mussels appetizer,soooooooo good,0
"Super generous portions of the seafood , no skimping on the lobster in the lobster ravioli , and the mussels appetizer was soooooooo good !",POS,portions,Super generous,0
Super hardworking owner and she did accommodate my side of plantains that was n't on the menu .,POS,owner,"NULL, Super hardworking",0
"Super helpful in explaining the offerings , wine , beer , specials , dessert , etc .",POS,,Super helpful,0
"Super nice and attentative waitresses and the kitchen was fast.The portions were huge and the prices under $ 10 each.The first day I got the corned beef hash , two eggs over medium with biscuits and gravy .",POS,kitchen,fast.The,0
"Super nice and attentative waitresses and the kitchen was fast.The portions were huge and the prices under $ 10 each.The first day I got the corned beef hash , two eggs over medium with biscuits and gravy .",POS,portions,"huge, NULL",0
"Super nice and attentative waitresses and the kitchen was fast.The portions were huge and the prices under $ 10 each.The first day I got the corned beef hash , two eggs over medium with biscuits and gravy .",POS,waitresses,"attentative, Super nice",0
Super popular at lunch time on weekdays .,POS,,Super popular,0
Super rich and smoky with crispy skin that dares you to eat all the bones .,POS,,"smoky, Super rich",0
Super rich and smoky with crispy skin that dares you to eat all the bones .,POS,skin,crispy,0
Super service ! !,POS,service,Super,0
"Sure you 're paying a premium price for all the quality that goes into making it ... fresh baked buns from their own bakery , freshly ground beef of 50/50 chuck and brisket , homemade B & B pickles which stand apart from any other pickle , and homemade ketchup and mustard that are to die for .",NEG,price,premium,0
"Sure you 're paying a premium price for all the quality that goes into making it ... fresh baked buns from their own bakery , freshly ground beef of 50/50 chuck and brisket , homemade B & B pickles which stand apart from any other pickle , and homemade ketchup and mustard that are to die for .",POS,B & B pickles,homemade,0
"Sure you 're paying a premium price for all the quality that goes into making it ... fresh baked buns from their own bakery , freshly ground beef of 50/50 chuck and brisket , homemade B & B pickles which stand apart from any other pickle , and homemade ketchup and mustard that are to die for .",POS,baked buns,fresh,0
"Sure you 're paying a premium price for all the quality that goes into making it ... fresh baked buns from their own bakery , freshly ground beef of 50/50 chuck and brisket , homemade B & B pickles which stand apart from any other pickle , and homemade ketchup and mustard that are to die for .",POS,ground beef of 50/50 chuck and brisket,freshly,0
"Sure you 're paying a premium price for all the quality that goes into making it ... fresh baked buns from their own bakery , freshly ground beef of 50/50 chuck and brisket , homemade B & B pickles which stand apart from any other pickle , and homemade ketchup and mustard that are to die for .",POS,ketchup,homemade,0
"Sure you 're paying a premium price for all the quality that goes into making it ... fresh baked buns from their own bakery , freshly ground beef of 50/50 chuck and brisket , homemade B & B pickles which stand apart from any other pickle , and homemade ketchup and mustard that are to die for .",POS,mustard,homemade,0
Surprising to know that it does have parallels to Indian cuisine .,POS,Indian cuisine,Surprising,0
"Surprisingly , the menu was more extensive in real life , and I suppose the online version was more truncated .",POS,menu,"more extensive, Surprisingly",0
Surprisingly fresh tasting .,POS,,Surprisingly fresh,0
Sweet potato fries were overdone .,NEG,Sweet potato fries,overdone,0
Sweet potato fries were pretty good .,POS,Sweet potato fries,pretty good,0
Sweet potato is strange but good .,NEG,Sweet potato,strange,0
Sweet potato is strange but good .,POS,Sweet potato,good,0
"Swift , delicious , friendly , and reasonably priced .",POS,,"delicious, Swift, reasonably, friendly",0
TERRIBLE & EXTREMELY UNPROFESSIONAL customer service !,NEG,customer service,"TERRIBLE, EXTREMELY UNPROFESSIONAL",0
"THE Truffle Fries are the Best tasting , crunchy full of flavor goodness .. i nearly ate the whole order myself ... it was that good .. do n't skip it peoples..so worth a cheat day to have these ...",POS,,worth,0
"THE Truffle Fries are the Best tasting , crunchy full of flavor goodness .. i nearly ate the whole order myself ... it was that good .. do n't skip it peoples..so worth a cheat day to have these ...",POS,Truffle Fries,"Best, goodness, do n't skip, good, crunchy",0
THIS IS TRULY THE BEST RESTAURANT IN COLUMBUS .,POS,RESTAURANT,BEST,0
Tacos were nothing special .,NEU,Tacos,,1
Takeout and catering are also available .,POS,Takeout,available,0
Takeout and catering are also available .,POS,catering,available,0
Tartufo pizza was fantastic .,POS,Tartufo pizza,fantastic,0
"Tasty food , casual dress , fast orders .",POS,fast orders,casual,0
"Tasty food , casual dress , fast orders .",POS,food,Tasty,0
"Tea eggs , please ?",POS,Tea eggs,,0
"Tender pieces of chicken in a spicy , lemongrass infused peanut sauce served with tasty rice , it was very good .",POS,,very good,0
"Tender pieces of chicken in a spicy , lemongrass infused peanut sauce served with tasty rice , it was very good .",POS,pieces of chicken,Tender,0
"Tender pieces of chicken in a spicy , lemongrass infused peanut sauce served with tasty rice , it was very good .",POS,rice,tasty,0
Tender with some crispy bits for that salty crunchy goodness in every bite .,POS,,"Tender, crispy, goodness",0
"Terrible , inexperienced service .",NEG,service,"inexperienced, Terrible",0
Terrible customer service in the deli .,NEG,customer service,Terrible,0
Terrible service experience .,NEG,service,Terrible,0
"Terrific drinks , great atmosphere .",POS,atmosphere,great,0
"Terrific drinks , great atmosphere .",POS,drinks,Terrific,0
Thank you !,POS,,Thank you,0
"Thank you , thank you , thank you !",POS,,"Thank, thank, thank",0
Thank you Blue Ox !,POS,Blue Ox,Thank,0
"Thank you again , and we will return .",POS,,,0
Thank you for feeding my family on Christmas Day !,POS,,Thank,0
Thank you for helping us celebrate new additions to our family,POS,,Thank,0
Thank you to the Austonian folks for creating such a great downtown coffee experience .,POS,,,0
Thank you to this wonderful staff for making my stay in Boston a trip to remember .,POS,,,0
Thank you to this wonderful staff for making my stay in Boston a trip to remember .,POS,staff,wonderful,0
"That 's long for an entree , and completely unacceptable for a simple fried appetizer .",NEG,,completely unacceptable,0
"That 's sort of awesome , if you think about it .",POS,,sort of awesome,0
"That 's when the bartender realized he had given us the lunch menu , more frustration .",NEG,bartender,more frustration,0
That bad .,NEG,,bad,0
"That being said , if you are in Atlanta it 's a nice 'neighborhoody ' place to visit with tasty food / drinks and friendly , personal service .",POS,,nice,0
"That being said , if you are in Atlanta it 's a nice 'neighborhoody ' place to visit with tasty food / drinks and friendly , personal service .",POS,drinks,tasty,0
"That being said , if you are in Atlanta it 's a nice 'neighborhoody ' place to visit with tasty food / drinks and friendly , personal service .",POS,food,tasty,0
"That being said , if you are in Atlanta it 's a nice 'neighborhoody ' place to visit with tasty food / drinks and friendly , personal service .",POS,personal service,friendly,0
"That being said , the fries are nothing to get excited over ... they 're definitely good , but not outstanding .",NEU,they,not outstanding,1
"That being said , the fries are nothing to get excited over ... they 're definitely good , but not outstanding .",POS,they,definitely good,0
"That brown , red and white shit was good .",POS,brown,good,0
"That brown , red and white shit was good .",POS,red,good,0
"That brown , red and white shit was good .",POS,white,good,0
That filthy-mc-nasty cook just caused his employers to `` flush money down the toilet '' for real .,NEG,cook,filthy-mc-nasty,0
That is ridiculous !,NEG,,ridiculous,0
That menu was well organized and made me wish I could come back several days in a row .,POS,,well,0
"That said , Sapporo still holds its own - a great variety of ramen selections ( check the pictures on Yelp for a photograph of the menu ) at reasonable prices .",POS,prices,reasonable,0
"That said , Sapporo still holds its own - a great variety of ramen selections ( check the pictures on Yelp for a photograph of the menu ) at reasonable prices .",POS,ramen selections,great,0
"That said , in the wasteland that is the Orlando area , I would absolutely recommend taking a trip to the Ravenous Pig .",POS,Ravenous Pig,absolutely recommend,0
"That said , the food is worth it , well priced and perfectly flavored .",POS,food,"well, perfectly, worth",0
That sauce was to die for .,POS,sauce,,0
"That seemed really low for how much we ate , but whatever .",POS,,really low,0
That was distracting .,NEG,,distracting,0
That was the best part of the meal !,POS,,best,0
Thats a good indicator of our satisfaction .,POS,,satisfaction,0
Thats awesome I 'll be back and highly recommend stopping in,POS,,"NULL, highly recommend, awesome",0
"The $ 7.50 greek salad was pathetic , terrible dressing and romaine - no toppings again .",NEG,dressing and romaine,"terrible, NULL",0
"The $ 7.50 greek salad was pathetic , terrible dressing and romaine - no toppings again .",NEG,greek salad,pathetic,0
"The $ 9.00 vegetarian thali special was outrageous - about 10-12 samples of different vegetarian curry delights in their own individual silver ramekins served with naan bread ... perfect for someone like me who has little to no ability to make a decision , just let me taste a little bit of everything !",POS,vegetarian thali special,"perfect, outrageous",0
The 1/2 price wine on Monday night was a great deal .,POS,1/2 price wine,great,0
"The Bacon onigiri was interesting and tasty , but a bit hard to eat , even though they give you a spoon and bowl -- the components really make it work though.The service was good , and the waitress stopped by multiple times .",NEG,Bacon onigiri,a bit hard,0
"The Bacon onigiri was interesting and tasty , but a bit hard to eat , even though they give you a spoon and bowl -- the components really make it work though.The service was good , and the waitress stopped by multiple times .",POS,Bacon onigiri,"tasty, interesting",0
"The Bacon onigiri was interesting and tasty , but a bit hard to eat , even though they give you a spoon and bowl -- the components really make it work though.The service was good , and the waitress stopped by multiple times .",POS,service,good,0
The Banh Mi is ok but I have had better Banh Mi in ATX .,POS,Banh Mi,ok,0
The Best cheese steak around .,POS,cheese steak,Best,0
The Blue Cheese Bacon burger was very good as well .,POS,Blue Cheese Bacon burger,very good,0
The Blue Ox is absolutely amazing .,POS,Blue Ox,absolutely amazing,0
The Braised Pork Hash tasted better for my palette -- not too salty .,POS,Braised Pork Hash,better,0
"The Bread on the Reuben was burned , hardly any sauerkraut , cheese or enough Shamrock sauce !",NEG,Bread,"hardly, burned",0
"The Buddha bowl had tofu and vegan chicken , plus a TON of vegetables ( including a second plate of them for me to add as I like ! )",POS,plate,like,0
The Cactus Club has the best Queso Fundido I have ever had !,POS,Queso Fundido,best,0
"The Caipirinha was good too ... strong and citrusy ! To start we had the fries , which were fine , but nothing to write home about .",POS,Caipirinha,"good, citrusy, strong",0
"The Caipirinha was good too ... strong and citrusy ! To start we had the fries , which were fine , but nothing to write home about .",POS,fries,fine,0
The Chicken I found less remarkable and the Greek ... well I do n't think Gyros make for good fusion ingredients .,NEG,Gyros,,0
The Crispy Eggplant pizza is also delicious .,POS,Crispy Eggplant pizza,also delicious,0
The Cuban toast was yummy too .,POS,Cuban toast,yummy,0
"The Denver omelet was stuffed with sliced Niman ranch ham that was full of flavor accompanied by caramelized onions , roasted Poblano peppers and white cheese .",POS,Denver omelet,full of flavor,0
The Downtown Charlies Special and the Pescado al Mojo de Ajo are two of my favorite dishes here .,POS,Downtown Charlies Special,favorite,0
The Downtown Charlies Special and the Pescado al Mojo de Ajo are two of my favorite dishes here .,POS,Pescado al Mojo de Ajo,favorite,0
The Dublin is genuine if not a bit edgy and my favorite thing about them is that they are always open to helping out the small scale brewer .,POS,Dublin,"genuine, favorite",0
The Dublin laid some of the track this great beer town runs on and is a great place .,POS,place,great,0
The East Van Vegan is my favorite !,POS,East Van Vegan,favorite,0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,Bruschetta,nothing inspired,0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,Pollo Fra Diavolo,"rather disappointed, really good",0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,creamy rice.What,mostly flavorless,0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,flavor,lacked,0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,grilled salmon,"utterly uninteresting, was n't seasoned",0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,pizazz,lacked,0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,salmon risotto,underwhelming,0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEG,sauce,greasy,0
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",NEU,restaurant,mediocre,1
"The Florentine Cafe is at best a mediocre restaurant , but a fabulous bar ! My wife and I went for lunch this weekend , as we often find ourselves wandering around the North End at two or three oclock in the afternoon looking for a late lunch/early dinner.We ordered some Bruschetta as an appetizer , and it was pretty much just some italian bread with tomatoes and cheese , nothing inspired , but just fine if you 're looking for a nosh with your drinks.I ordered the Pollo Fra Diavolo and was rather disappointed - the sauce was greasy and lacked flavor and pizazz - though it did have a slight kick it was nothing like the fiery goodness of a really good diavolo sauce.My wife chose the salmon risotto and it was similarly underwhelming , an utterly uninteresting piece of grilled salmon ( tasted like it was n't seasoned at all ) and a big blop of mostly flavorless creamy rice.What saved this place from a two star review was my mixed drink - I had the Florentine Cosmopolitan ( Who says guys ca n't drink a cosmo ?",POS,Pollo Fra Diavolo,slight kick,0
