raw_words,sentiment,aspect,opinion,subjectivity
"It is chambray , and is thin but durable .",POS,NULL,durable,0
It is comfy & charming .,POS,NULL,"comfy, charming",0
It is easily adjustable without a jeweler .,POS,NULL,easily adjustable,0
"It is extremely comfortable , and nice looking on my big wide foot .",POS,NULL,"nice, extremely comfortable",0
It is like wearing a navy colored little pillow under your tired old feet .,POS,NULL,NULL,1
It is man-made now unlike my previous leather pair so I have my doubts .,NEG,NULL,man-made,0
"It is nice and dainty and I love that it actually has marks for all 12 numbers , whereas most smaller dress watches do not .",POS,NULL,"nice, love, dainty",0
It is open and has low heel - perfect for long summer walks .,POS,NULL,perfect,0
it is perfect for 12 dollars .,POS,NULL,perfect,0
"It is pretty subtle but definitely there , and I loved it with the dress I wore to my holiday party .",POS,NULL,"loved, pretty subtle",0
It is quite comfortable and fills my need for a navy sandal .,POS,sandal,quite comfortable,0
It is really tight and I ca n't wear it comfortably at all .,NEG,NULL,"really tight, comfortably",0
it is soft in and decent hood .,POS,hood,decent,0
it is soft in and decent hood .,POS,NULL,soft,0
It is the most comfortable shoe I have .,POS,shoe,most comfortable,0
It is too narrow and way too long .,NEG,NULL,"too long, too narrow",0
It is true to size and comfortable .,POS,NULL,comfortable,0
It is true to size and comfortable .,POS,size,TRUE,0
It is very snug and digs into my daughters waist .,POS,NULL,very snug,0
It is very stretchy and quality is high as others have mentioned .,POS,quality,high,0
It is very stretchy and quality is high as others have mentioned .,POS,NULL,very stretchy,0
It is well made and looks good .,POS,NULL,"well, good",0
It looks a little dressy but feels like a very comfortable walking shoe .,POS,NULL,"a little dressy, comfortable",0
"It looks tan , does n't look like the picture at all .",NEG,NULL,NULL,1
It looks very nice .,POS,NULL,very nice,0
It ran small and the quality was just not there .,NEG,quality,NULL,1
It ran small and the quality was just not there .,NEG,NULL,small,0
it runs a bit small,POS,NULL,a bit small,0
It 's a bit larger than I expected but I love the color and feel of the fabric .,NEG,NULL,a bit larger,0
It 's a bit larger than I expected but I love the color and feel of the fabric .,POS,color,love,0
It 's a bit larger than I expected but I love the color and feel of the fabric .,POS,fabric,love,0
It 's a bit loose but okay .,NEG,NULL,a bit loose,0
It 's a bit loose but okay .,NEU,NULL,okay,0
"It 's a disappointment and sent me looking for replacements , which are tough to find now .",NEG,NULL,disappointment,0
"It 's a nice shirt , but fits very big for the size .",POS,shirt,nice,0
"It 's a nice shirt , but fits very big for the size .",NEG,size,very big,0
"It 's a tiny bit short , but since they have open toes they work just fine .",NEU,they,just fine,0
"It 's a tiny bit short , but since they have open toes they work just fine .",NEG,NULL,tiny bit short,0
It 's an attractive sandal .,POS,sandal,attractive,0
It 's become his new favorite sweatshirt .,POS,sweatshirt,favorite,0
It 's become my favorite top !,POS,top,favorite,0
"It 's comfortable when I go dancing , which is eery week .",POS,NULL,comfortable,0
"It 's dressy , but casual enough for every day summer wear , and it 's comfortable for walking around every day .",POS,NULL,"casual enough, dressy, comfortable",0
It 's good to wear and be able to slip into cute shoes after .,POS,shoes,cute,0
It 's good to wear and be able to slip into cute shoes after .,POS,NULL,good,0
It 's just ok . the back flops a little when walking .,NEG,the,NULL,0
It 's just ok . the back flops a little when walking .,NEU,NULL,just ok,0
It 's like walking with the sides of your feet falling over a piece of hard rubber .,NEG,NULL,NULL,1
"It 's not denim it 's not even polyester-cotton , it 's some freaky synthetic .",NEG,NULL,"synthetic, some freaky",0
It 's not shimmery at all .,NEG,NULL,not shimmery,0
It 's not skin tight but it also does n't bag ( which can make you look bigger than you are . ),POS,NULL,does n't bag,0
It 's not skin tight but it also does n't bag ( which can make you look bigger than you are . ),NEG,NULL,not skin tight,0
"It 's now the end of the of January and no one has worn theirs yet , unfortunately",NEG,theirs,unfortunately,0
"It 's obvious that I have hose on , but for the Fall it will go great with my sweater dresses .",POS,NULL,great,0
"It 's ok tho ... . Now I know , and I will just have to buy more !",POS,NULL,NULL,0
"It 's ok tho ... . Now I know , and I will just have to buy more !",NEU,NULL,ok,0
It 's okay however I will not be buying another one .,NEG,NULL,NULL,0
It 's okay however I will not be buying another one .,NEU,NULL,okay,0
It 's over sized on me but I expected that and its so cute .,POS,NULL,so cute,0
"It 's so soft and warm and fits a bit baggy on me , which is how I wanted it .",POS,NULL,"so soft, warm, a bit baggy, NULL",0
"It 's still my favorite summer shoe : comfortable , feminine , and goes with everything -- - not overly dressy and not overly casual .",POS,shoe,"comfortable, not overly dressy, feminine, not overly casual, favorite",0
It shrunk slightly when I washed it per the label in cold water .,NEG,NULL,NULL,1
It still feels a little snug on my big toe but expect that to subside as I break in the shoes .,POS,NULL,a little snug,0
"It still looks nice , but if you want a full length sleeve chambray shirt , search elsewhere !",POS,NULL,nice,0
It still worked well .,POS,NULL,well,0
It turned out wonderful !,POS,NULL,wonderful,0
It was a little scary pulling them on the first time though as I thought they weren't going to fit .,NEG,them,a little scary,0
It was in the middle of my thigh there 's nothing rough on the the inside of my dress .,NEG,NULL,NULL,1
It was n't even on a heel or ankle or somewhere it would be rough .,NEG,NULL,rough,0
It was OK to me but few times later it came with noise from each single step .,NEG,NULL,NULL,0
It was OK to me but few times later it came with noise from each single step .,NEU,NULL,OK,0
It was perfect fit .,POS,NULL,perfect,0
"It was really difficult to find and I was a little hesitant to buy something online without being able to see it against my skin , but the price for this was good and I had not many other choices .",POS,price,good,0
"It will keep you warm on chilly spring nights , Amazon has a full line of them , I bought two .",POS,NULL,warm,0
It would have been nice to know this before purchasing the shirt .,POS,shirt,nice,0
"It would still fit me if I gained 15 lb or lost 10 lb , because it is stretchy .",POS,NULL,stretchy,0
"Item was shipped on time , and was packaged well .",POS,Item,well,0
its a bit tight in the back but i expect that that may stretch so hopefully it will be ok,NEG,NULL,bit tight,0
its a bit tight in the back but i expect that that may stretch so hopefully it will be ok,NEU,NULL,ok,0
Its amazing .,POS,NULL,amazing,0
Just a fun summer sandal .,POS,sandal,fun,0
"Just a nice , pretty shoe for going shopping or going out to eat .",POS,shoe,"nice, pretty",0
Just buy this pair one whole size larger than what you usually wear and it will be perfect,POS,NULL,perfect,0
"Just did not meet my needs , did not seem to suit my feet and were uncomfortable ; I returned them .",NEG,them,NULL,0
"Just did not meet my needs , did not seem to suit my feet and were uncomfortable ; I returned them .",NEG,NULL,"uncomfortable, NULL",0
Just did n't like the fit but then my foot is a bit narrow so had to return .,NEG,NULL,did n't like,0
Just perfect,POS,NULL,Just perfect,0
Just right !,POS,NULL,Just right !,0
Just right for everyday wear .,POS,NULL,Just right,0
Just runs small .,NEG,NULL,small,0
Just what I needed .,POS,NULL,NULL,1
Just what I wanted .,POS,NULL,NULL,1
Just what my thespian needed for the play .,POS,NULL,NULL,1
Just what was need .,POS,NULL,NULL,1
Keep in mind they are tights so they are thick .,NEU,they,thick,0
Keeps everything nice and snug .,POS,NULL,"snug, nice",0
Keeps you nice and warm for winter .,POS,NULL,"nice, warm",0
Keeps you warm and cuddly feeling too .,POS,feeling,"cuddly, warm",0
"Ladies , I think I 've found it !",POS,NULL,NULL,1
"Last a lot longer , slimming and look great",POS,NULL,"slimming, a lot longer, great",0
"Lastly , I did n't think the shirts were as soft as the description implies , once washed & dried w/ dryer sheet , then yes , nice & soft .",POS,shirts,"nice, soft",0
"Lastly , I did n't think the shirts were as soft as the description implies , once washed & dried w/ dryer sheet , then yes , nice & soft .",NEG,shirts,soft,0
Leather will conform to her foot in no time !,POS,Leather,conform,0
Length was fine but they gaped a little across the top of my foot and the back strap did n't fit tight .,POS,Length,fine,0
Let 's say I 'm a senior citizen with bad feet but these shoes are heaven sent .,POS,shoes,NULL,1
"Life Stride does , they fit very nicely and are soooo comfortable .",POS,Life Stride,"very nicely, soooo comfortable",0
Life Stride 's Mimosa Fisherman Sandals are very cute and comfortable .,POS,Sandals,"very cute, comfortable",0
"Light suntan , the color I bought , is quite light for dark tan or brown skin color .",NEG,Light suntan,NULL,1
LIght weight enough for warm weather .,POS,NULL,LIght,0
Light weight sweatshirt .,POS,sweatshirt,Light,0
Like,POS,NULL,Like,0
Like everything about them .,POS,them,Like,0
Like my character shoes .,POS,shoes,Like,0
"Like the leopard print , colors and soft cottton fabric .",POS,colors,Like,0
"Like the leopard print , colors and soft cottton fabric .",POS,leopard print,Like,0
"Like the leopard print , colors and soft cottton fabric .",POS,cottton fabric,soft,0
Like the softness of the leather but wish it was more shinny and less matte finish .,NEG,leather,NULL,0
Like the softness of the leather but wish it was more shinny and less matte finish .,POS,leather,Like,0
Like these very much .,POS,NULL,Like,0
Like ths shoe .,POS,shoe,Like,0
Like vert much .,POS,NULL,Like vert much,0
Liked it a lot since I can run around doing errands for hours without feeling pain on my feet !,POS,NULL,Liked,0
"Liked the style , height of heel and look but not the fit .",NEG,NULL,NULL,0
"Liked the style , height of heel and look but not the fit .",POS,height of heel,Liked,0
"Liked the style , height of heel and look but not the fit .",POS,look,Liked,0
"Liked the style , height of heel and look but not the fit .",POS,style,Liked,0
"Liked them , but returned them because of fit .",NEG,them,NULL,0
"Liked them , but returned them because of fit .",POS,them,Liked,0
Little tight,NEG,NULL,Little tight,0
look great !,POS,NULL,great,0
Look like a Rockette in these !,NEG,NULL,NULL,1
"Looked nice , were too small .",POS,NULL,nice,0
"Looked nice , were too small .",NEG,NULL,too small,0
"Looking at the shoes this is the size it says but the shoe is more like a size 2 , really size 2 .",NEG,shoes,NULL,1
Looks amazing !,POS,NULL,amazing,0
Looks amazing and feels amazing .,POS,NULL,"amazing, amazing",0
"Looks as pictured , fit was perfect .",POS,NULL,"perfect, perfect",0
Looks good .,POS,NULL,good,0
Looks great .,POS,NULL,great,0
Looks great with skinny jeans or slim joggers !,POS,NULL,great,0
Looks nice .,POS,NULL,nice,0
LOOOOOOOVE these i can not live without them .,POS,NULL,LOOOOOOOVE,0
Lots of great colors .,POS,colors,great,0
Lots of padding and will do me well for formal dancing and square dancing .,POS,NULL,well,0
love how they feel and look on my leggs,POS,they,love,0
Love how they fit and look .,POS,they,Love,0
Love it !,POS,NULL,Love,0
LOVE LOVE !,POS,NULL,"LOVE, LOVE",0
Love love love these shoes .,POS,shoes,Love,0
love love love this .,POS,NULL,love love love,0
Love that shoe has leather sole rather than cloth .,POS,shoe,Love,0
Love the boot but hard inside hurts foot..Just add a cushion inside,NEG,inside,hard,0
Love the boot but hard inside hurts foot..Just add a cushion inside,POS,boot,Love,0
Love the color and shimmer !,POS,color,Love,0
Love the color and shimmer !,POS,shimmer,Love,0
love the color and this hoodie is true 2 size would def buy more from this seller and they had lots of colors : ),POS,colors,NULL,0
love the color and this hoodie is true 2 size would def buy more from this seller and they had lots of colors : ),POS,hoodie,NULL,0
love the color and this hoodie is true 2 size would def buy more from this seller and they had lots of colors : ),POS,seller,NULL,0
love the color and this hoodie is true 2 size would def buy more from this seller and they had lots of colors : ),POS,color,love,0
love the color and this hoodie is true 2 size would def buy more from this seller and they had lots of colors : ),POS,size,TRUE,0
"Love the fit , they are very comfortable .",POS,NULL,Love,0
"Love the fit , they are very comfortable .",POS,they,very comfortable,0
Love the fit and comfort and the price was great,POS,price,great,0
Love the fit and comfort and the price was great,POS,NULL,Love,0
Love the fit and comfort and the price was great,POS,comfort,Love,0
Love the look and feel of this shoe .,POS,shoe,NULL,0
Love the look and feel of this shoe .,POS,feel,Love,0
Love the look and feel of this shoe .,POS,look,Love,0
Love the look get compliments all the time .,POS,NULL,NULL,0
Love the look get compliments all the time .,POS,look,Love,0
Love the look of them & they are so easy to wear .,POS,they,NULL,0
Love the look of them & they are so easy to wear .,POS,look,Love,0
Love the shimmer on these !,POS,NULL,Love,0
Love the shimmery look of these tights .,POS,tights,"shimmery, Love",0
Love the shine for ballroom dance,POS,NULL,Love,0
Love the shoe !,POS,shoe,Love,0
LOVE THE SHOE BUT WILL ONLY WEAR FOR SHORT PERIODS OF TIME .,NEG,SHOE,NULL,0
LOVE THE SHOE BUT WILL ONLY WEAR FOR SHORT PERIODS OF TIME .,POS,SHOE,LOVE,0
Love the style and quality .,POS,quality,Love,0
Love the style and quality .,POS,style,Love,0
love the way they look .,POS,look,love,0
love them - I stand all day at work and they are very comfortable,POS,them,love,0
love them - I stand all day at work and they are very comfortable,POS,they,very comfortable,0
Love them !,POS,them,Love,0
"love them , dancing all the time .",POS,them,love,0
"Love them , order according to danskin size chart .",POS,them,Love,0
"Love them fit as expected , I feel comfortable but dressy in them .",POS,them,"comfortable, dressy, fit, Love",0
"Love these , will never wear anything but Capezio .",POS,Capezio,NULL,0
"Love these , will never wear anything but Capezio .",POS,NULL,Love,0
Love these .,POS,NULL,Love,0
Love these always buy them and will never stop,POS,NULL,Love,0
Love these and they fit my skinny body perfectly .,POS,NULL,Love,0
Love these and they fit my skinny body perfectly .,POS,they,"perfectly, fit",0
Love these for dancing !,POS,NULL,Love,0
Love these for my costumes,POS,NULL,Love,0
Love these instead of nylons .,POS,NULL,Love,0
Love these moccasins !,POS,moccasins,Love,0
Love these my daughter is a 10/12 and these fit great,POS,NULL,"great, Love",0
Love these sandals !,POS,sandals,Love,0
Love these sandals as much as the other pair I bought in the champagne color .,POS,sandals,Love,0
Love these shoes !,POS,shoes,Love,0
Love these tights .,POS,tights,Love,0
Love this !,POS,NULL,Love,0
Love this deep forest green color too !,POS,deep forest green color,Love,0
Love this sandal .,POS,sandal,Love,0
Love this shirt .,POS,shirt,Love,0
Love this shoe .,NEU,shoe,Love,0
Love this shoes .,POS,shoes,Love,0
Love this tight .,POS,tight,Love,0
Love tights .,POS,tights,Love,0
Loved it .,POS,NULL,Loved,0
Loved the fit and was comfy all day at a con .,POS,NULL,"comfy, Loved",0
Loved the item,POS,item,Loved,0
"Loved the shoes , but sadly had to return them , as they were stamped 9N , but are actually a 9M , too wide for my narrow feet ...",POS,shoes,Loved,0
"Loved the shoes , but sadly had to return them , as they were stamped 9N , but are actually a 9M , too wide for my narrow feet ...",NEG,them,sadly,0
"Loved the shoes , but sadly had to return them , as they were stamped 9N , but are actually a 9M , too wide for my narrow feet ...",NEG,they,too wide,0
Loved them though - so comfortable !,POS,them,"Loved, so comfortable",0
Loved these so much last year that I just bought a new pair !,POS,NULL,Loved,0
"loved this used it for my black swan costume , surprisingly i was warm in them lol but perfect fit",POS,them,"loved, perfect, warm, surprisingly",0
Lovely shoe .,POS,shoe,Lovely,0
"Lovely shoes , and the customer support was wonderful .",POS,shoes,Lovely,0
"Lovely shoes , and the customer support was wonderful .",POS,customer support,wonderful,0
lovely summer sandals .,POS,sandals,lovely,0
"Luckily , I got free returns so that I could order several sizes and I did not have to rely on the review only , but I would recommend to order several sizes when you are unsure like me .",POS,NULL,NULL,1
"Luckily , I 'm on the lower end of Size C , so I was able to wear my usual size .",POS,NULL,Luckily,0
"Luv this blousecomfortable , no iron , coolOrdered another",POS,blousecomfortable,Luv,0
Make legs look fabulous almost too perfect but love it .,POS,NULL,"too perfect, love, fabulous",0
Maybe it 's possible but I ca n't see how .,NEG,NULL,NULL,1
Met my purchase expectations,POS,NULL,NULL,1
Mine were very true to size .,POS,size,very true,0
Mom was extremely happy with the shoes and it was a perfect fit for her .,POS,shoes,"extremely happy, perfect",0
Money refunded without any hassle .,POS,NULL,NULL,1
money wasted .,NEG,NULL,NULL,1
More durable than tamara hose.i ordered a size D,POS,NULL,More durable,0
More like a sweatshirt than a thinner fashion hoodie .,POS,NULL,NULL,1
Most of my shoes last a year or more and to have a pair break after a few months is a touch annoying.It might have just then this pair that was n't stitched well ( the elastic piece stitched into the strap pulled apart ) .,NEG,elastic piece,NULL,0
Most of my shoes last a year or more and to have a pair break after a few months is a touch annoying.It might have just then this pair that was n't stitched well ( the elastic piece stitched into the strap pulled apart ) .,NEG,this pair,was n't stitched well,0
Much smaller than I anticipated .,NEG,NULL,Much smaller,0
must be seconds quality because they are way short in the waist and way long in the leg ... .. weird .,NEG,quality,weird,0
My 13 year old daughter was delighted with these tights - usually she ca n't wait to get her ballet tights off as soon as her class ends but these were so comfortable I think she forgot she had them on ... .,POS,tights,"comfortable, delighted",0
"My boyfriend has had these brown Laredo boots for like , a decade , and the heels are finally becoming worn down and falling off .",POS,boots,NULL,1
My co-workers recommended these for work and to have a nonskid sole put on by a cobbler ( $ 22 ) .,POS,NULL,recommended,0
My daughter loves these .,POS,NULL,loves,0
My daughter loves these shoes .,POS,shoes,loves,0
My daughter loves these tights !,POS,tights,loves,0
My daughter loves those light pink tights !,POS,tights,loves,0
My daughter needed these for her dance performance and these suckers are tight and she 's normally a medium/large ; they are also very very thin .,NEG,suckers,very very thin,0
My daughter wears a 6.5 shoe size so we sized up 1 size to a 7.5 as some suggested and they fit perfectly .,POS,they,perfectly,0
My daughter wears a street size 3 ( big kid ) and we bought a 5 wide and they fit perfectly .,POS,they,perfectly,0
My daughter wore these for a couple of her school plays .,POS,NULL,NULL,1
my favorite character shoes !,POS,shoes,favorite,0
My hips have never been so happy in tights before .,POS,tights,so happy,0
"My husband loves his boots , excellent quality .",POS,quality,excellent,0
"My husband loves his boots , excellent quality .",POS,boots,loves,0
My husband loves it .,POS,NULL,loves,0
My husband loves these boots .,POS,boots,loves,0
My issue is that I caught a glimpse of myself with them on in a clothing store and I realized that they 're a little too comfortable looking .,NEG,they,a little too comfortable,0
"My legs are not fat , so that isn't a factor , at first putting them on they seem just a tad short .",NEG,they,just a tad short,0
My main reason for returning these shoes were they were too short/small .,NEG,shoes,too short/small,0
My Mom wears a 16 in blouses and it 's huge on her !,NEG,NULL,huge,0
My one complaint is that they wear out quickly .,NEG,they,NULL,1
My one foot is slightly wider then the other so its a little tighter on that foot but there breaking in just fine Ive worn them 4 hrs at a time with no problems so far .,NEU,them,just fine,0
"My only complaint -- according to the size chart , I should have fit into a size A ( small ) .",NEG,size chart,complaint,0
My only complaint is they are SUCH a pain to get buckled .,NEG,they,pain,0
My only glitch is this color is now DARKER than I remembered it .,NEG,color,"DARKER, glitch",0
My only hesitancy in giving it five stars is that the strap that holds it on your foot became looser than I would like almost immediately .,NEG,strap,looser,0
"My only issue is that the back of the waist band is a little prickly , but I just turn it over and it 's fine .",NEG,waist band,a little prickly,0
"My only issue is that the back of the waist band is a little prickly , but I just turn it over and it 's fine .",POS,waist band,fine,0
My only wish is that the soles were thicker ; they wear thin quickly .,NEG,they,thin quickly,0
My second pair of this sandal .,POS,sandal,NULL,1
My slender 11-year old wears the L/XLsize as they do run a little small .,NEG,they,a little small,0
My son-in-law wanted these boots and absolutely loves them !,POS,boots,absolutely loves,0
"My toes are a little tight , but it may be the nature of the shoe .",NEU,shoe,NULL,1
My waist is 30 inches and my hips are 45 and these tights fit me very comfortably and you ca n't see the waistband under most clothes .,POS,tights,very comfortably,0
My waist is around 31-32 and the size B were a perfect fit .,POS,size B,perfect,0
My wife is very happy with these sandals .,POS,sandals,happy,0
"Needed a tight that was full coverage , and these are the ones , they fit great , true to size , comfortable , just what I was hoping for",POS,they,"TRUE, great, comfortable",0
Needs a pad to keep from sliding .,NEG,NULL,NULL,1
Never a run in these after years of wear ( probably because I got it at a bigger size ) .,POS,NULL,NULL,1
Never true to size .,NEG,size,Never true,0
Next time I would order 1/2 size larger ...,NEG,NULL,NULL,1
"nice , comfortable , fit as expected",POS,NULL,"nice, comfortable, fit",0
"Nice , soft and comfortable .",POS,NULL,"comfortable, Nice, soft",0
"Nice , sturdy tights .",POS,tights,"sturdy, Nice",0
"nice , thick , shimmery color , and a great buy ! !",POS,buy,great,0
"nice , thick , shimmery color , and a great buy ! !",POS,NULL,"shimmery, thick, nice",0
Nice .,POS,NULL,Nice,0
Nice and comfy,POS,NULL,"Nice, comfy",0
Nice and dressy .,POS,NULL,"dressy, Nice",0
nice and soft,POS,NULL,"nice, soft",0
Nice and strong material and wo n't run easy .,POS,material,"strong, NULL, Nice",0
Nice character shoe .,POS,shoe,Nice,0
Nice colour too and they are comfortable .,POS,they,comfortable,0
Nice colour too and they are comfortable .,POS,colour,Nice,0
"Nice enough shoes , but the color was not what I was expecting , but it could just be my monitor",NEG,color,NULL,0
"Nice enough shoes , but the color was not what I was expecting , but it could just be my monitor",POS,shoes,Nice enough,0
Nice fabric but fit very small .,POS,fabric,Nice,0
Nice fabric but fit very small .,NEG,NULL,very small,0
nice fit,POS,NULL,nice,0
Nice fit and good material,POS,material,good,0
Nice fit and good material,POS,NULL,Nice,0
nice light weight sweat shirt,POS,sweat shirt,"nice, light",0
Nice looking pair of sandals .,POS,sandals,Nice,0
"Nice product - comfortable , lightweight , soft inside and steady on the floor while you do the dancing .",POS,product,"lightweight, comfortable, steady, Nice",0
"Nice product - comfortable , lightweight , soft inside and steady on the floor while you do the dancing .",POS,inside,soft,0
"Nice quality , attractive , light weight , and just what I wanted , BUT .",POS,NULL,"attractive, light, NULL",0
"Nice quality , attractive , light weight , and just what I wanted , BUT .",POS,quality,Nice,0
Nice quality .,POS,quality,Nice,0
Nice quality shoe .,POS,quality,Nice,0
Nice quality tight .,POS,quality,Nice,0
nice quality tights,POS,quality,nice,0
Nice shimmer but opaque,POS,NULL,Nice,0
Nice shimmer but opaque,NEG,NULL,opaque,0
nice shirt but way to small .,POS,shirt,nice,0
nice shirt but way to small .,NEG,shirt,small,0
"Nice shoe and quality , but did not fit my foot comfortably as was in between sizes .",NEG,shoe,comfortably,0
"Nice shoe and quality , but did not fit my foot comfortably as was in between sizes .",POS,quality,Nice,0
"Nice shoe and quality , but did not fit my foot comfortably as was in between sizes .",POS,shoe,Nice,0
nice shoe for price I paid .,POS,shoe,nice,0
Nice shoe for special occasions .,POS,shoe,Nice,0
nice shoes,POS,shoes,nice,0
nice shoes very comfy,POS,shoes,"nice, very comfy",0
"nice smooth fit , they feel great every time I slip them on .",POS,they,"great, nice",0
Nice soft fabric inside and arch support .,POS,fabric,Nice soft,0
"Nice soft shirt , no wrinkling !",POS,shirt,"Nice, soft, NULL",0
"Nice tights for the price , did n't stand up to machine washing well though .",POS,price,Nice,0
no complaints .,POS,NULL,no complaints,0
No complaints on service and packaging .,NEU,packaging,No complaints,0
No complaints on service and packaging .,NEU,service,No complaints,0
"No matter what I am wearing , I seem to always go back to one of these Mimosas .",POS,Mimosas,NULL,1
No runs or tears even chasing after my 2 year old,POS,NULL,NULL,1
No runs yet and have been worn many times already.Great deal .,POS,NULL,already.Great deal,0
No support hose,NEG,hose,No support,0
No way would I spend this much money on a product that will rip so quickly- might as well purchase $ 3 stocking from TJ Maxx .,NEG,NULL,NULL,1
"Nope , returned for damaged 13D and still tight but would have streched .",NEG,NULL,still tight,0
"Normally , LifeStride shoes are perfect for me , but not this time .",NEG,NULL,NULL,0
"Normally , LifeStride shoes are perfect for me , but not this time .",POS,shoes,perfect,0
not as durable as expected,NEG,NULL,not as durable as expected,0
Not at all happy,NEG,NULL,Not at all happy,0
"not attractive on your foot , and larger than expected .",NEG,NULL,"larger, not attractive",0
Not complimentary to the shoe .,NEG,shoe,Not complimentary,0
Not for Tall men,NEG,NULL,NULL,1
"not great quality , got damaged quite easily , just putting them on ... not good for dancing or skating",NEG,NULL,not good,0
"not great quality , got damaged quite easily , just putting them on ... not good for dancing or skating",NEG,quality,"quite easily, not great",0
"Not itchy like I expected it to be , and it keeps its shape pretty well .",POS,NULL,pretty well,0
Not leather .,NEG,NULL,NULL,1
Not much support and a liitle tight for the wide that I ordered .,NEG,NULL,"a liitle tight, NULL",0
"Not much to say about it ... beautiful , elegant , comfortable , just the way it was described .As I said ... ... .. Simply perfect ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",POS,NULL,"elegant, beautiful, comfortable, Simply perfect",0
Not narrow enough .,NEG,NULL,Not narrow enough,0
Not nearly as comfortable as the old pair or as comfortable as newer aerosole styles .,NEG,NULL,"as comfortable as, Not",0
"Not only do they provide more warmth and coverage than pantyhose/nylons in colder temperatures ( when you still want the bare leg look ) , they are also very comfortable and have held up to multiple washes so far .",POS,they,very comfortable,0
Not only were they too tight but they were too long length wise - I checked the sizing chart before I ordered them and I ordered my normal size .,NEG,they,"too tight, too long",0
Not rue to size and very narrow .,NEG,size,Not rue,0
Not rue to size and very narrow .,NEG,NULL,very narrow,0
"Not see through , I like it .",POS,NULL,like,0
Not sized correctly .,NEG,NULL,NULL,1
"Not Sure if 9AA would work , but not going to pay return shipping to find out .",NEG,NULL,NULL,1
Not sure these folks make tights for older dancers with a way to keep waist elastic from being too tight at the waist .,NEG,waist,too tight,0
"Not the best quality leather , but they are pretty well made , so they will last through a dance season if you are taking a class , and probably much longer depending on use.The Size Question amazon asked stated too small as the only option that made sense , but the aren't really too small - you just have to know that dance shoes are always at least a size smaller than street shoes - sometimes even two sizes .",POS,they,"NULL, pretty well",0
"Not the fanciest of shoes , but is exactly what I wanted !",POS,NULL,NULL,1
Not thin like pantyhose but not thick as tights it right in the middle .,POS,NULL,NULL,1
Not too high of a heel .,POS,heel,Not too high,0
Not true to size chart .,NEG,size chart,Not true,0
Not worth the money !,NEG,NULL,Not worth,0
Nothing in pkgexcept a return sticker ! Frustrating ! !,NEG,NULL,Frustrating,0
"Nothing much to say other then it fits great & looks great , I added my own tips felt the current one was a bit small and did n't protect boot tip from being scratched .",POS,NULL,"great, great",0
"Nothing much to say other then it fits great & looks great , I added my own tips felt the current one was a bit small and did n't protect boot tip from being scratched .",NEG,current one,"NULL, a bit small",0
O ordered them for a friend and she loved them .,POS,them,loved,0
Obviously my favorites .,POS,NULL,favorites,0
ok,NEU,NULL,ok,0
"On another note , customer service was awesome about accepting the return of the additional pair of shoes I ordered , and my refund was processed quickly .",POS,service,"NULL, awesome",0
"On the whole , I would definitely recommend these if you are looking for a nice pair of cheap character shoes .",POS,NULL,definitely recommend,0
Once I got the right size they fit great and the quality is great .,POS,quality,great,0
Once I got the right size they fit great and the quality is great .,POS,they,great,0
"Once the shoe stretches , I do n't know if I will be able to keep it on , but for the price , I 'll be happy to get any wear out of them at all .",POS,price,NULL,1
"Once you find the right size , they are comfortable to dance in .",POS,they,comfortable,0
One of my all time favorites .,POS,NULL,favorites,0
One size bigger is perfect .,POS,NULL,perfect,0
One sock was 3 inches shorter than the other !,NEG,sock,shorter,0
"One thing that is strange is that while the shoe is narrow and fit me , the band for the ankle was too wide .",NEG,band for the ankle,too wide,0
Only brand I will buy from now on !,POS,brand,NULL,1
Only hose I buy !,POS,hose,NULL,1
Only problem is that it was too large .,NEG,NULL,too large,0
Order 1 size larger than needed .,NEG,size,larger,0
Order size up,NEU,NULL,NULL,1
Ordered 1/2 size larger and it was still a bit short as well as too wide .,NEG,NULL,"a bit short, too wide",0
"ordered these in natural ( which doesnt seem to be available currently ) for a friend , and they are a much more alive color than nude .",POS,color,alive,0
"Other than that , they are quite shiny !",POS,they,quite shiny,0
"Other than that , they are very reliable and I 've worn them for many performances .",POS,them,NULL,0
"Other than that , they are very reliable and I 've worn them for many performances .",POS,they,very reliable,0
Other than that great shoes,POS,shoes,great,0
Other than that the shirt appears to be of good quality .,POS,quality,good,0
Other than that the shoe looks great with jeans or capri pants !,POS,shoe,great,0
Other than that these are the best ! !,POS,NULL,best,0
Other than that they look nice and I am ending up giving them to a younger cousin .,POS,they,nice,0
"Otherwise , the product is fine .",POS,product,fine,0
"Otherwise , they arrived quickly and were reasonably priced .",POS,NULL,quickly,0
"Otherwise , they arrived quickly and were reasonably priced .",POS,they,reasonably,0
Otherwise are ok tights .,NEU,tights,ok,0
Otherwise the sandals are a good purchase .,POS,sandals,good,0
Otherwise these are great tights !,POS,tights,great,0
"Over the years , I have owned almost every color of this shoe .",POS,shoe,NULL,1
"Overall , I like the boots , but I am concerned that the printed design will scratch too easily .",POS,boots,like,0
"Overall , I 'm satisfied with the tops ; so much so , I ordered the sunflower yellow ( received today ) , purple , & strong blue .",POS,tops,satisfied,0
"Overall , I 'm super happy so far !",POS,NULL,super happy,0
Overall a good buy for work shoes .,POS,work shoes,good,0
