sentence,sentiment,opinion,aspect,subjectivity
"She even provided a handy audioguide for the Freedom Trail , the day I checked in .",POS,,,1
She even provided information about parking nearby which we misplaced upon arriving in Boston and were frantically driving around the city looking for parking .,POS,,,1
"She even put a new disposable razor out for us , which was perfect , because I forgot to bring one !",POS,perfect,,0
"She even put out a scooter my daughter loved , and some J & J baby shampoo in the bathroom .",POS,,,1
"She gave us a lot of good tips on where to eat , how to get the train , etc .",POS,good,tips,0
She had food and drink already in the fridge which was nice right after completing the Boston Marathon .,POS,nice,,0
She had light breakfast foods that we could prepare at our convenience .,POS,light,breakfast,0
"She had put out a basket of toys and books for my two-year-old to play with , which we thought was just so lovely .",POS,lovely,,0
"She had put out a basket of toys and books for my two-year-old to play with , which we thought was just so lovely .",POS,So,,0
She has coffee and power bars to get you ready for the day .,POS,,,1
She helped us with anything we needed and always greeted us with a smile when we came down .,POS,,,1
She helped us with anything we needed and always greeted us with a smile when we came down .,POS,helped,,0
She invited us to make ourselves at home which is very clean and attractive .,POS,attractive,home,0
She invited us to make ourselves at home which is very clean and attractive .,POS,Clean,home,0
She invited us to make ourselves at home which is very clean and attractive .,POS,very,home,0
"She is a wonderful host and was very accommodating to our busy schedule , as well as providing helpful information .",POS,accommodating,,0
"She is a wonderful host and was very accommodating to our busy schedule , as well as providing helpful information .",POS,helpful,information,0
"She is a wonderful host and was very accommodating to our busy schedule , as well as providing helpful information .",POS,very,,0
"She is a wonderful host and was very accommodating to our busy schedule , as well as providing helpful information .",POS,wonderful,,0
She is genuinely concerned about helping her guests on enjoying their stay as much as possible .,POS,concerned,,0
She is genuinely concerned about helping her guests on enjoying their stay as much as possible .,POS,genuinely,,0
She is kind and listened to me patiently .,POS,kind,,0
She is kind and listened to me patiently .,POS,patiently,,0
She kindly recommended some vegetarian restaurants for us as well .,POS,kindly,,0
"She made certain I knew where I was going , what to expect etc .",POS,,,1
She made everything as easy as possible for my friends and I throughout our stay .,POS,easy,,0
She made special arrangements for us to pick up a key a little early which was great since we had very limited time in the city .,POS,great,arrangements,0
She made special arrangements for us to pick up a key a little early which was great since we had very limited time in the city .,POS,special,arrangements,0
She made the place very clean and nice .,POS,,,1
She made the place very clean and nice .,POS,clean,place,0
She made the place very clean and nice .,POS,nice,place,0
She made the place very clean and nice .,POS,very,place,0
She made us feel completely at home and most welcome .,POS,,,1
She made us feel completely at home and most welcome .,POS,most,,0
She made us feel completely at home and most welcome .,POS,welcome,,0
She messaged me with very clear directions to the apartment and where she left the key .,POS,clear,directions,0
She messaged me with very clear directions to the apartment and where she left the key .,POS,very,directions,0
She offered valuable advice on nearby attractions .,POS,valuable,advice,0
She provided an easy check-in and plenty of info about the Boston area .,POS,easy,Check-in,0
She provided an easy check-in and plenty of info about the Boston area .,POS,plenty,info,0
"She provided detailed information about Jamaica Plain , including things to do and places to see , as well as helping us to figure out how to get where we wanted to go in Boston .",POS,,information,1
She provided some recommendations of local places which was also helpful .,POS,helpful,,0
"She provides you with maps , a detailed booklet of info containing history and resources , and has a wealth of knowledge about the place she calls home .",POS,,booklet,1
She reached out to me and gave great recommendations for the trip .,POS,great,recommendations,0
She really helped me a lot .,POS,helped,,0
She really helped me a lot .,POS,Really,,0
"She sent us a Welcoming package , which is a document file stating everything we need to know upon arriving .",POS,,,1
"She then stayed on the phone with us and walked us through the entire house ( which is spacious , has wonderful lighting and looks exactly like listed photographs ) .",POS,spacious,house,0
"She then stayed on the phone with us and walked us through the entire house ( which is spacious , has wonderful lighting and looks exactly like listed photographs ) .",POS,wonderful,lighting,0
"She thought of us in innumerable ways : the fan being left on , the coolness of the apt . , goodies left for the 14 yo like granola bars and chocolate kisses .",POS,,,1
"She thought of us in innumerable ways : the fan being left on , the coolness of the apt . , goodies left for the 14 yo like granola bars and chocolate kisses .",POS,coolness,apt,0
She was a gracious host and made sure that we had everything we needed to make our stay as comfortable as possible .,POS,comfortable,,0
She was a gracious host and made sure that we had everything we needed to make our stay as comfortable as possible .,POS,gracious,,0
She was a great host and the apartment was just as described !,POS,great,,0
"She was a great host whose home was beautiful , welcoming and clean .",POS,beautiful,home,0
"She was a great host whose home was beautiful , welcoming and clean .",POS,Clean,home,0
"She was a great host whose home was beautiful , welcoming and clean .",POS,great,host,0
"She was a great host whose home was beautiful , welcoming and clean .",POS,welcoming,home,0
She was a kind host who helped me out with a special accommodation .,POS,helped,,0
She was a kind host who helped me out with a special accommodation .,POS,kind,,0
She was a kind host who helped me out with a special accommodation .,POS,special,accommodation,0
She was a super sweet but not imposing host .,POS,super,,0
She was a super sweet but not imposing host .,POS,sweet,,0
She was able to let us drop our bags off earlier than the check in time which was so helpful .,POS,helpful,,0
She was able to let us drop our bags off earlier than the check in time which was so helpful .,POS,so,,0
She was accommodating to our check in and check out times .,POS,,,1
She was also flexible when we had a change in plans at the last minute .,POS,flexible,,0
She was always available - even with late night issues .,POS,always,,0
She was always available - even with late night issues .,POS,available,,0
She was easy to contact and answered all questions and concerns quickly .,POS,easy,,0
She was easy to contact and answered all questions and concerns quickly .,POS,quickly,,0
"She was engaging when it called for it , but was extremely mindful and respectful of our privacy and personal space .",POS,extremely,,0
"She was engaging when it called for it , but was extremely mindful and respectful of our privacy and personal space .",POS,mindful,,0
"She was engaging when it called for it , but was extremely mindful and respectful of our privacy and personal space .",POS,respectful,,0
"She was extremely accommodating , she allowed us to drop our luggage off early and let us know when the apartment was cleaned so we could come back .",POS,accommodating,,0
"She was extremely accommodating , she allowed us to drop our luggage off early and let us know when the apartment was cleaned so we could come back .",POS,extremely,,0
She was extremely responsive throughout the entire stay and periodically checked in to make sure that my parents stay was going fine .,POS,,,1
She was extremely responsive throughout the entire stay and periodically checked in to make sure that my parents stay was going fine .,POS,extremely,,0
She was extremely responsive throughout the entire stay and periodically checked in to make sure that my parents stay was going fine .,POS,responsive,,0
"She was friendly , offered some good dining tips , a pleasure to talk with .",POS,friendly,,0
"She was friendly , offered some good dining tips , a pleasure to talk with .",POS,good,tips,0
"She was friendly , offered some good dining tips , a pleasure to talk with .",POS,pleasure,,0
"She was my first host ever on AirbnB , and if every host is like her ... I 'm going to love using this app because she was fantastic .",POS,Fantastic,,0
She was n't there herself but we found everything we needed really easily .,POS,easily,,0
She was n't there herself but we found everything we needed really easily .,POS,Really,,0
She was polite and quick to respond to any needs .,POS,polite,,0
She was polite and quick to respond to any needs .,POS,quick,,0
She was quick to respond and did anything she could to make sure our stay was the best it could be ! !,POS,,,1
She was quick to respond and did anything she could to make sure our stay was the best it could be ! !,POS,quick,,0
She was readily available for any questions I had and made the stay seamless .,POS,,,1
She was readily available for any questions I had and made the stay seamless .,POS,available,,0
She was readily available for any questions I had and made the stay seamless .,POS,readily,,0
She was so easy to communicate with and accommodating when our arrival time changed .,POS,accommodating,,0
She was so easy to communicate with and accommodating when our arrival time changed .,POS,easy,,0
She was so easy to communicate with and accommodating when our arrival time changed .,POS,so,,0
She was very caring and communicative .,POS,caring,,0
She was very caring and communicative .,POS,communicative,,0
She was very caring and communicative .,POS,very,,0
She was very courteous and kind .,POS,courteous,,0
She was very courteous and kind .,POS,kind,,0
She was very courteous and kind .,POS,very,,0
She was very helpful and the flat is well prepped .,POS,helpful,,0
She was very helpful and the flat is well prepped .,POS,very,,0
She was very helpful and the flat is well prepped .,POS,well,flat,0
She was very helpful in guiding us around the city of Boston .,POS,helpful,,0
She was very helpful in guiding us around the city of Boston .,POS,very,,0
She was very insightful and we were very comfortable !,POS,comfortable,,0
She was very insightful and we were very comfortable !,POS,insightful,,0
She was very insightful and we were very comfortable !,POS,very,,0
She was very kind with checking in often throughout our stay .,POS,kind,,0
She was very kind with checking in often throughout our stay .,POS,very,,0
"She was very thorough with all details and instructions , I only needed to contact her for local recommendations .",POS,,,1
"She was very thorough with all details and instructions , I only needed to contact her for local recommendations .",POS,thorough,,0
"She was very thorough with all details and instructions , I only needed to contact her for local recommendations .",POS,very,,0
She was wonderful and i would gladly stay there again,POS,gladly,,0
She was wonderful and i would gladly stay there again,POS,wonderful,,0
"She went above and beyond to accommodate my arrival , even picking up a clothes steamer ( ! )",POS,,,1
She will make your stay very comfortable .,POS,,,1
"Sheets , towels etc were high quality and Penny 's generous attitude extended to her kitchen and the freedom to relax in her home .",POS,generous,attitude,0
"Sheets , towels etc were high quality and Penny 's generous attitude extended to her kitchen and the freedom to relax in her home .",POS,high,quality,0
"Shockingly great location , right in the heart of Newbury St shopping and restaurant area .",POS,,location,1
"Shockingly great location , right in the heart of Newbury St shopping and restaurant area .",POS,great,location,0
"Shockingly great location , right in the heart of Newbury St shopping and restaurant area .",POS,Shockingly,location,0
Short walk to the T and Brighton Music Hall where I was seeing a concert .,POS,,,1
Short walk to the train station is a huge plus too .,POS,,,1
"Short walking distance to restaurants , grocery and public transportation .",POS,,,1
"Shower pressure was n't quite what we 'd expected , but perfectly workable .",POS,perfectly,pressure,0
"Shower pressure was n't quite what we 'd expected , but perfectly workable .",POS,perfectly,shower,0
"Since there was nobody checking out the day that I arrived , Mark let me check in several hours early .",POS,,Mark,1
Situated at the top of Boston commons in the prestigious and beautiful Beacon Hill district- you can NOT beat this location .,POS,,location,1
Size is perfect for one or two people .,POS,perfect,size,0
Sleeping in the loft was a fun experience as well .,POS,fun,sleeping,0
Slept like a log !,POS,,,1
"Small , nice apartment , as described and convenient to major attractions .",POS,convenient,,0
"Small , nice apartment , as described and convenient to major attractions .",POS,nice,apartment,0
Small but effective .,NEG,small,,0
Small but effective .,POS,effective,,0
"Small gem in a great , centric area .",POS,centric,area,0
"Small gem in a great , centric area .",POS,gem,,0
"Small gem in a great , centric area .",POS,great,area,0
"Small space , but priced reasonably .",NEG,small,space,0
"Small space , but priced reasonably .",POS,reasonably,,0
Smaller but good enough for crashing for a few nights .,NEG,Smaller,,0
Smaller but good enough for crashing for a few nights .,POS,enough,,0
Smaller but good enough for crashing for a few nights .,POS,good,,0
So close to all the shopping .,POS,,,1
So close to Back bay station .,POS,,,1
So close to everything !,POS,,,1
So cool !,POS,,,1
So easy access all parts of Beacon Hill and such a quick and easy walk to the North End .,POS,easy,,0
So easy access all parts of Beacon Hill and such a quick and easy walk to the North End .,POS,quick,,0
So easy access all parts of Beacon Hill and such a quick and easy walk to the North End .,POS,so,,0
"So helpful , quick to respond and she has everything you need .",POS,,,1
"So helpful , quick to respond and she has everything you need .",POS,helpful,,0
"So helpful , quick to respond and she has everything you need .",POS,quick,,0
"So helpful , quick to respond and she has everything you need .",POS,So,,0
So kind and very nice to talk to .,POS,kind,,0
So kind and very nice to talk to .,POS,Nice,,0
So kind and very nice to talk to .,POS,so,,0
So kind and very nice to talk to .,POS,very,,0
SO many things within walking distance or the T ( subway ) we would have loved to explore .,POS,,,1
"Some of the furniture in the house 's common areas could be updated , but it was totally adequate for our needs , along with a very comfy couch in front of the HDTV , which we enjoyed for Netflix nights .",POS,adequate,Furniture,0
"Some of the furniture in the house 's common areas could be updated , but it was totally adequate for our needs , along with a very comfy couch in front of the HDTV , which we enjoyed for Netflix nights .",POS,comfy,couch,0
"Some of the furniture in the house 's common areas could be updated , but it was totally adequate for our needs , along with a very comfy couch in front of the HDTV , which we enjoyed for Netflix nights .",POS,enjoyed,couch,0
"Some of the furniture in the house 's common areas could be updated , but it was totally adequate for our needs , along with a very comfy couch in front of the HDTV , which we enjoyed for Netflix nights .",POS,totally,Furniture,0
"Some of the furniture in the house 's common areas could be updated , but it was totally adequate for our needs , along with a very comfy couch in front of the HDTV , which we enjoyed for Netflix nights .",POS,very,couch,0
"Sorry Todd , we could n't meet but thank you !",POS,Thank,Todd,0
Space only has 1 small window unit that is undersized for the property ( NOTE : host did provide fan upon request to move cool air from kitchen to living area ) .,NEG,small,window,0
"Spacious , comfortable and clean - a terrific value !",POS,Clean,,0
"Spacious , comfortable and clean - a terrific value !",POS,comfortable,,0
"Spacious , comfortable and clean - a terrific value !",POS,spacious,,0
"Spacious , comfortable and clean - a terrific value !",POS,terrific,value,0
Spacious and in a great location .,POS,great,location,0
Spacious and in a great location .,POS,Spacious,,0
"Spent a wonderful day by the water , chatting with my girlfriend , going to restaurants ... a fabulous stay !",POS,Fabulous,,0
"Spotless , comfortable , nicely decorated .",POS,comfortable,,0
"Spotless , comfortable , nicely decorated .",POS,Nicely,,0
"Spotless , comfortable , nicely decorated .",POS,spotless,,0
Spotless and comfortable !,POS,comfortable,,0
Spotless and comfortable !,POS,spotless,,0
Spotlessly clean and super comfortable in a great location .,POS,Clean,,0
Spotlessly clean and super comfortable in a great location .,POS,comfortable,,0
Spotlessly clean and super comfortable in a great location .,POS,great,location,0
Spotlessly clean and super comfortable in a great location .,POS,Spotlessly,,0
Spotlessly clean and super comfortable in a great location .,POS,super,,0
Stairs are not for older persons with bad knees .,NEG,,stairs,1
Star Super Market and authentic restaurants all around .,POS,,,1
Staying here helped make our overall experience of Boston even better .,POS,better,,0
Staying with Penny was the best part of my trip to Boston and i am looking forward to next time i visit her again .,POS,best,Penny,0
Staying with Penny was the best part of my trip to Boston and i am looking forward to next time i visit her again .,POS,forward,,0
Staying with Penny was the best part of my trip to Boston and i am looking forward to next time i visit her again .,POS,looking,,0
Staying with Penny was the best part of my trip to Boston and i am looking forward to next time i visit her again .,POS,to,,0
Steps away from Boston Common .,POS,,,1
Street parking was available and we never had an issue finding a spot .,POS,,parking,1
Street parking was available and we never had an issue finding a spot .,POS,,street,1
Stunning views from the roof deck !,POS,stunning,views,0
Stylish and cozy loft right smack in the middle of everything .,POS,,loft,1
Stylish and cozy loft right smack in the middle of everything .,POS,cozy,loft,0
Stylish and cozy loft right smack in the middle of everything .,POS,stylish,loft,0
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",NEU,noisy,location,1
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",NEU,not,location,1
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",NEU,too,location,1
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",POS,,location,1
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",POS,Clean,,0
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",POS,Fantastic,location,0
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",POS,sparkling,,0
"Stylish furnishings , sparkling clean , fantastic location on Newbury Street - easy walking distance to restaurants and shops , but not too noisy at night .",POS,stylish,furnishings,0
such a beautiful home with with amazing views and right in the middle of it all !,POS,,home,1
such a beautiful home with with amazing views and right in the middle of it all !,POS,amazing,views,0
such a beautiful home with with amazing views and right in the middle of it all !,POS,beautiful,home,0
Such a great little gem of a place in an amazing location !,POS,amazing,location,0
Such a great little gem of a place in an amazing location !,POS,gem,place,0
Such a great little gem of a place in an amazing location !,POS,great,place,0
Such a great location and Tiffany made it a very easy experience !,POS,,Tiffany,1
Such a great location and Tiffany made it a very easy experience !,POS,easy,,0
Such a great location and Tiffany made it a very easy experience !,POS,great,location,0
Such a great location and Tiffany made it a very easy experience !,POS,very,,0
Such a great place,POS,great,place,0
Such a great place to stay !,POS,great,place,0
Such a great spot right in the heart of Allston .,POS,great,spot,0
Such an awesome experience at their place !,POS,Awesome,,0
"Such as , the hosts did have friends over one night in the kitchen , which made me feel uncomfortable taking a shower as we would have to do so about two feet from the party .",NEG,uncomfortable,,0
"Super clean , and in the best part of town , located near everything you want to go to .",POS,,,1
"Super clean , and in the best part of town , located near everything you want to go to .",POS,Clean,,0
"Super clean , and in the best part of town , located near everything you want to go to .",POS,super,,0
Super clean .,POS,clean,,0
Super clean .,POS,super,,0
Super clean and cozy too !,POS,Clean,,0
Super clean and cozy too !,POS,cozy,,0
Super clean and cozy too !,POS,super,,0
Super close to the train and very short commute to the center of the city .,POS,,,1
Super comfortable and nice place to stay .,POS,comfortable,place,0
Super comfortable and nice place to stay .,POS,nice,place,0
Super comfortable and nice place to stay .,POS,super,place,0
Super comfy .,POS,comfy,,0
Super comfy .,POS,Super,,0
Super communicative and answered any and all questions super fast !,POS,communicative,,0
Super communicative and answered any and all questions super fast !,POS,fast,,0
Super communicative and answered any and all questions super fast !,POS,super,,0
Super convenient !,POS,convenient,,0
Super convenient !,POS,super,,0
Super convenient location for walking to the T station .,POS,convenient,location,0
Super convenient location for walking to the T station .,POS,super,location,0
"Super cozy , very well stocked , and the perfect home base for travel around the city .",POS,cozy,,0
"Super cozy , very well stocked , and the perfect home base for travel around the city .",POS,perfect,home,0
"Super cozy , very well stocked , and the perfect home base for travel around the city .",POS,stocked,,0
"Super cozy , very well stocked , and the perfect home base for travel around the city .",POS,super,,0
"Super cozy , very well stocked , and the perfect home base for travel around the city .",POS,very,,0
"Super cozy , very well stocked , and the perfect home base for travel around the city .",POS,well,,0
Super cute place !,POS,cute,place,0
Super cute place !,POS,super,place,0
"Super easy check-in and out , and she was super responsive .",POS,easy,and,0
"Super easy check-in and out , and she was super responsive .",POS,easy,check-in,0
"Super easy check-in and out , and she was super responsive .",POS,easy,out,0
"Super easy check-in and out , and she was super responsive .",POS,responsive,,0
"Super easy check-in and out , and she was super responsive .",POS,Super,and,0
"Super easy check-in and out , and she was super responsive .",POS,Super,check-in,0
"Super easy check-in and out , and she was super responsive .",POS,Super,,0
"Super easy check-in and out , and she was super responsive .",POS,Super,out,0
"Super friendly , gave great local restaurant recommendations and were amazing with the communication .",POS,amazing,communication,0
"Super friendly , gave great local restaurant recommendations and were amazing with the communication .",POS,friendly,,0
"Super friendly , gave great local restaurant recommendations and were amazing with the communication .",POS,great,local,0
"Super friendly , gave great local restaurant recommendations and were amazing with the communication .",POS,great,recommendations,0
"Super friendly , gave great local restaurant recommendations and were amazing with the communication .",POS,great,restaurant,0
"Super friendly , gave great local restaurant recommendations and were amazing with the communication .",POS,super,,0
Super hosts and extremely convenient to the airport and downtown .,POS,convenient,,0
Super hosts and extremely convenient to the airport and downtown .,POS,extremely,,0
Super hosts and extremely convenient to the airport and downtown .,POS,super,hosts,0
Super quiet neighborhood .,POS,quiet,neighborhood,0
Super quiet neighborhood .,POS,super,neighborhood,0
Super responsive host .,POS,responsive,host,0
Super responsive host .,POS,Super,host,0
Super tidy space and good communication with the host,POS,good,communication,0
Super tidy space and good communication with the host,POS,Super,space,0
Super tidy space and good communication with the host,POS,tidy,space,0
"Surprisingly easy parking right outside , plus everything was clean and prepared well .",POS,clean,,0
"Surprisingly easy parking right outside , plus everything was clean and prepared well .",POS,easy,Parking,0
"Surprisingly easy parking right outside , plus everything was clean and prepared well .",POS,Surprisingly,Parking,0
"Surprisingly easy parking right outside , plus everything was clean and prepared well .",POS,well,,0
"Taller guys , careful on the stairs though .",POS,,stairs,1
"Tastefully decorated , amazing pressure water flow in the shower/tub .",POS,amazing,pressure,0
"Tastefully decorated , amazing pressure water flow in the shower/tub .",POS,amazing,water,0
"Tastefully decorated , amazing pressure water flow in the shower/tub .",POS,Tastefully,,0
Terry also left us with an amazing amount of literature on Boston and the surrounding areas with places to eat and things to do .,POS,amazing,literature,0
Terry had everything ready for our early arrival into Boston .,POS,,Terry,1
Terry helped us and gave us a baby bed .,POS,helped,Terry,0
Terry helped us out every time we needed it in terms of questions or problems .,POS,helped,Terry,0
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,,Terry,1
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,Clean,apartment,0
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,comfortable,apartment,0
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,easy,Terry,0
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,fast,Wifi,0
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,great,Terry,0
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,helpful,Terry,0
"Terry is a great person , very helpful and easy to communicate with , he even allowed me for late check out without extra fees , the apartment is clean and comfortable with fast wifi .",POS,very,Terry,0
Terry is a very nice and helpful host !,POS,helpful,Terry,0
Terry is a very nice and helpful host !,POS,nice,Terry,0
Terry is a very nice and helpful host !,POS,very,Terry,0
Terry is a very welcoming host and could n't be more helpful .,POS,helpful,Terry,0
Terry is a very welcoming host and could n't be more helpful .,POS,more,Terry,0
Terry is a very welcoming host and could n't be more helpful .,POS,very,Terry,0
Terry is a very welcoming host and could n't be more helpful .,POS,welcoming,Terry,0
Terry is very helpful .,POS,helpful,Terry,0
Terry is very helpful .,POS,very,Terry,0
Terry 's home was great .,POS,great,home,0
Terry 's home was great .,POS,great,'s,0
Terry 's home was great .,POS,great,Terry,0
Terry 's place is an amazing apartment .,POS,amazing,place,0
Terry 's place is an amazing apartment .,POS,amazing,'s,0
Terry 's place is an amazing apartment .,POS,amazing,Terry,0
Terry 's place is in a wonderful building and is decorated ( and stocked ) for a comfortable stay for active people .,POS,comfortable,place,0
Terry 's place is in a wonderful building and is decorated ( and stocked ) for a comfortable stay for active people .,POS,comfortable,'s,0
Terry 's place is in a wonderful building and is decorated ( and stocked ) for a comfortable stay for active people .,POS,comfortable,Terry,0
Terry 's place is in a wonderful building and is decorated ( and stocked ) for a comfortable stay for active people .,POS,wonderful,building,0
Terry 's place was a great stay .,POS,great,place,0
Terry 's place was a great stay .,POS,great,'s,0
Terry 's place was a great stay .,POS,great,Terry,0
Terry 's place was not only comfortable but was also tastefully decorated .,POS,comfortable,place,0
Terry 's place was not only comfortable but was also tastefully decorated .,POS,comfortable,'s,0
Terry 's place was not only comfortable but was also tastefully decorated .,POS,comfortable,Terry,0
Terry 's place was not only comfortable but was also tastefully decorated .,POS,Tastefully,place,0
Terry 's place was not only comfortable but was also tastefully decorated .,POS,Tastefully,'s,0
Terry 's place was not only comfortable but was also tastefully decorated .,POS,Tastefully,Terry,0
Terry 's recommendations were fantastic !,POS,Fantastic,recommendations,0
Terry 's recommendations were fantastic !,POS,Fantastic,'s,0
Terry 's recommendations were fantastic !,POS,Fantastic,Terry,0
Terry was a wonderful host .,POS,wonderful,Terry,0
Terry was also really quick to answer my questions and help when needed .,POS,help,Terry,0
Terry was also really quick to answer my questions and help when needed .,POS,quick,Terry,0
Terry was also really quick to answer my questions and help when needed .,POS,Really,Terry,0
Terry was an excellent host !,POS,excellent,Terry,0
Terry was awesome and very accommodating to us .,POS,accommodating,Terry,0
Terry was awesome and very accommodating to us .,POS,Awesome,Terry,0
Terry was awesome and very accommodating to us .,POS,very,Terry,0
Terry was easy to get a hold of and directions for getting to and into the apartment were very clear .,POS,clear,directions,0
Terry was easy to get a hold of and directions for getting to and into the apartment were very clear .,POS,easy,Terry,0
Terry was easy to get a hold of and directions for getting to and into the apartment were very clear .,POS,very,directions,0
Terry was quick to respond to any questions we had and was very accommodating to our needs .,POS,accommodating,Terry,0
Terry was quick to respond to any questions we had and was very accommodating to our needs .,POS,quick,Terry,0
Terry was quick to respond to any questions we had and was very accommodating to our needs .,POS,very,Terry,0
Terry was quick to respond to any requests or questions we had .,POS,quick,Terry,0
Terry was very helpful and the studio apartment was perfect for 2 people .,POS,helpful,Terry,0
Terry was very helpful and the studio apartment was perfect for 2 people .,POS,perfect,apartment,0
Terry was very helpful and the studio apartment was perfect for 2 people .,POS,perfect,studio,0
Terry was very helpful and the studio apartment was perfect for 2 people .,POS,very,Terry,0
Terry was very quick to our questions regarding laundry room .,POS,quick,Terry,0
Terry was very quick to our questions regarding laundry room .,POS,very,Terry,0
Terry was very responsive throughout the process .,POS,responsive,Terry,0
Terry was very responsive throughout the process .,POS,very,Terry,0
Terry was very thorough in explaining how to get into the studio .,POS,thorough,Terry,0
Terry was very thorough in explaining how to get into the studio .,POS,very,Terry,0
Thank you !,POS,Thank,,0
"Thank you again , Mark",POS,Thank,Mark,0
Thank you again Gloria !,POS,Thank,Gloria,0
Thank you for amazing first experience with airbnb .,POS,amazing,,0
Thank you for amazing first experience with airbnb .,POS,Thank,,0
Thank you for everything .,POS,Thank,,0
Thank you for everything Gloria !,POS,Thank,Gloria,0
Thank you for sharing your home .,POS,Thank,,0
Thank you for your hospitality and generosity .,POS,generosity,,0
Thank you for your hospitality and generosity .,POS,hospitality,,0
Thank you for your hospitality and generosity .,POS,Thank,,0
"Thank you George , I will definitely come back to your place the next time I have to go to Boston .",POS,Thank,George,0
Thank you Jennifer !,POS,Thank,Jennifer,0
Thank you Mark !,POS,Thank,Mark,0
Thank you Oine !,POS,Thank,Oine,0
Thank you Penny,POS,Thank,Penny,0
Thank you Penny for a memorable weekend stay : - ),POS,memorable,,0
Thank you Penny for a memorable weekend stay : - ),POS,Thank,Penny,0
Thank you so much !,POS,Thank,,0
Thank you so much for a wonderful place to stay while in Boston .,POS,Thank,,0
Thank you so much for a wonderful place to stay while in Boston .,POS,wonderful,place,0
Thank you so much for everything !,POS,Thank,,0
Thank you so much Jason and Valerie !,POS,Thank,and,0
Thank you so much Jason and Valerie !,POS,Thank,Jason,0
Thank you so much Jason and Valerie !,POS,Thank,Valerie,0
Thank you Tiffany ! !,POS,Thank,Tiffany,0
Thank you Tiffany for such an amazing experience- it made our Boston trip all the more awesome !,POS,amazing,,0
Thank you Tiffany for such an amazing experience- it made our Boston trip all the more awesome !,POS,Awesome,,0
Thank you Tiffany for such an amazing experience- it made our Boston trip all the more awesome !,POS,Thank,Tiffany,0
Thank you Todd,POS,Thank,Todd,0
Thanks,POS,thanks,,0
"Thanks , Gloria !",POS,thanks,Gloria,0
"Thanks , Gloria for making our stay so enjoyable !",POS,enjoyable,Gloria,0
"Thanks , Gloria for making our stay so enjoyable !",POS,so,Gloria,0
"Thanks , Gloria for making our stay so enjoyable !",POS,thanks,Gloria,0
"Thanks , Penny .",POS,thanks,Penny,0
"Thanks , Todd !",POS,thanks,Todd,0
Thanks again !,POS,thanks,,0
"Thanks again , Todd",POS,thanks,Todd,0
Thanks again for a great stay !,POS,thanks,,0
Thanks again for being such great hosts and hopefully see each other again next time we visit Boston .,POS,great,hosts,0
Thanks again for being such great hosts and hopefully see each other again next time we visit Boston .,POS,hopefully,,0
Thanks again for being such great hosts and hopefully see each other again next time we visit Boston .,POS,thanks,hosts,0
Thanks again for our lovely weekend in Boston !,POS,lovely,,0
Thanks again for our lovely weekend in Boston !,POS,thanks,,0
Thanks again Penny !,POS,Thanks,Penny,0
Thanks Brent !,POS,thanks,Brent,0
Thanks for a great stay !,POS,great,,0
Thanks for a great stay !,POS,thanks,,0
"Thanks for a great stay , Penny !",POS,great,,0
"Thanks for a great stay , Penny !",POS,Thanks,Penny,0
Thanks for all you attentions !,POS,thanks,,0
Thanks for being a great hostess Tiffany !,POS,great,Tiffany,0
Thanks for being a great hostess Tiffany !,POS,thanks,Tiffany,0
Thanks for everything !,POS,thanks,,0
"Thanks for everything , Penny !",POS,thanks,Penny,0
"Thanks for having me , you have a lovely listing !",POS,lovely,listing,0
"Thanks for having me , you have a lovely listing !",POS,thanks,,0
"Thanks for recommending the fireplace restaurant at Washington square , we had a great meal there !",POS,thanks,,0
Thanks for the great stay !,POS,great,,0
Thanks for the great stay !,POS,thanks,,0
Thanks for the stay !,POS,thanks,,0
Thanks for the toiletries !,POS,Thanks,toiletries,0
