sentence,sentiment,opinion,aspect,subjectivity
"I wish I hadn't spent the money.Truthfully , this book is first off , fairly poorly written .",NEG,written,book,1
"I wish I hadn't spent the money.Truthfully , this book is first off , fairly poorly written .",NEG,,,1
I wish Mukherjee had included more of his own patients ' stories in these sections rather than reciting endless facts about chemotherapy trials .,NEG,,,1
I wish Penny was alive to write more books .,POS,wish,Penny,0
"I wo n't repeat those details.A big peeve I had was that at the end , Rina ate non-kosher food in New Mexico .",NEG,,end,1
"I wo n't repeat what everyone else has said ... or maybe , will.Yes , it 's a great book .",POS,great,book,0
"I wo n't spoil them here , other than to say there is a scene with dragons taking flight that has me grinning with excitement , and a world-ending cliffhanger that had my jaw dropping to the floor .",POS,excitement,,1
"I wo n't spoil them here , other than to say there is a scene with dragons taking flight that has me grinning with excitement , and a world-ending cliffhanger that had my jaw dropping to the floor .",POS,grinning,,1
"I wo n't spoil them here , other than to say there is a scene with dragons taking flight that has me grinning with excitement , and a world-ending cliffhanger that had my jaw dropping to the floor .",POS,with,,1
"I wo n't spoil them here , other than to say there is a scene with dragons taking flight that has me grinning with excitement , and a world-ending cliffhanger that had my jaw dropping to the floor .",POS,,cliffhanger,1
"I wo n't spoil them here , other than to say there is a scene with dragons taking flight that has me grinning with excitement , and a world-ending cliffhanger that had my jaw dropping to the floor .",POS,,world-ending,1
"I won't lie - since reading this book , it has crossed my mind more than once to look into cancer research as a new career .",POS,,book,1
I would certainly suggest that this book is worth reading .,POS,worth,book,0
I would especially recommend for anyone thatactually has Cancer & check out Rick Simpson Oil as we have a friend that had Cancer & was sent home to die by Stanford go on Ricks Oil & it'snow 5 years & he continues to be in complete remission .,POS,especially,,0
I would especially recommend for anyone thatactually has Cancer & check out Rick Simpson Oil as we have a friend that had Cancer & was sent home to die by Stanford go on Ricks Oil & it'snow 5 years & he continues to be in complete remission .,POS,recommend,,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,a,books.The,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,a,Stranger,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,bit,books.The,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,bit,Stranger,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,more,books.The,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,more,Stranger,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,predictable,books.The,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",NEG,predictable,Stranger,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",POS,gory,books.The,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",POS,gory,Stranger,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",POS,less,books.The,0
"I would have also liked to have seen more of what Jonna will do next , but I was pleased that based on the ending , there is a chance one of the young men could be seen in future books.The Stranger was a bit more predictable than other books in the series , but also thankfully , less gory .",POS,less,Stranger,0
"I would have given it five stars , but the middle sagged with too much detail on a few specific events/people and I started to gloss over pages .",NEG,much,middle,1
"I would have given it five stars , but the middle sagged with too much detail on a few specific events/people and I started to gloss over pages .",NEG,sagged,middle,1
"I would have given it five stars , but the middle sagged with too much detail on a few specific events/people and I started to gloss over pages .",NEG,too,middle,1
"I would have given it five stars , but the middle sagged with too much detail on a few specific events/people and I started to gloss over pages .",NEG,,middle,1
"I would have liked for Knox to be a bit more multi-faceted , and Gaille to be more assertive , especially when it came to Elena ( who I wanted to smack almost every time she was around ) , but for a first novel , I can forgive these things .",NEU,,first,1
"I would have liked for Knox to be a bit more multi-faceted , and Gaille to be more assertive , especially when it came to Elena ( who I wanted to smack almost every time she was around ) , but for a first novel , I can forgive these things .",NEU,,novel,1
I would have never understood all that is expected of a misrepresent ... the love..patience an genuine desire to help a child overcome such horrible circumstance..this story really gives an insight on th dedication and love of a foster parent .,POS,,story,1
I would have to say that the story was definitely interesting .,POS,definitely,story,0
I would have to say that the story was definitely interesting .,POS,interesting,story,0
I would highly recommend this book .,POS,highly,book,0
I would highly recommend this book .,POS,recommend,book,0
I would like to see a bigger role for Rina and a few less coincidences.Recommended but not highly .,NEU,,,1
I would like to think that Amazon doesn't know about it.Ok ... good to know after I finished this semi-edited narrative .,NEG,,narrative,1
I would never have purchased the Kindle Edition if that had been stated properly .,NEG,,edition,1
I would never have purchased the Kindle Edition if that had been stated properly .,NEG,,kindle,1
I would pass this book on to my friends who own businesses and are aspiring to succeed .,POS,,book,1
I would prefer longer segments for the exploits of the different character groupings .,NEG,,,1
I would reccommend these sellers .,POS,reccommend,sellers,0
"I would recommend his books , all of them , to anyone who loves science-fiction/fantasy books .",POS,recommend,books,0
"I would recommend it to anyone interested in the history of cancer , leading up to hopeful developments over the last few years .",POS,recommend,,0
I would recommend strongly that you skip this trilogy .,NEG,,Trilogy,1
I would recommend this and any of the books in the series to anyone who likes crime stories with a Scottish accent .,POS,recommend,books,0
I would recommend this and any of the books in the series to anyone who likes crime stories with a Scottish accent .,POS,recommend,in,0
I would recommend this and any of the books in the series to anyone who likes crime stories with a Scottish accent .,POS,recommend,,0
I would recommend this and any of the books in the series to anyone who likes crime stories with a Scottish accent .,POS,recommend,series,0
I would recommend this and any of the books in the series to anyone who likes crime stories with a Scottish accent .,POS,recommend,THE,0
I would recommend this book to anyone who loves a good story .,POS,recommend,book,0
I would recommend this book to everyone not just my science minded friends,POS,recommend,book,0
I would recommend this book to others that are interested in the subject matter .,POS,recommend,book,0
I would recommend this to anyone who enjoys a good Swedish mystery .,POS,recommend,,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,hippies,converts,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,hippies,first,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,hippies,generation,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,hippies,life,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,hippies,long,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,naive,converts,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,naive,first,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,naive,generation,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,naive,life,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,naive,long,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,Pretty,converts,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,Pretty,first,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,Pretty,generation,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,Pretty,life,0
I would suggest that you write down notes and keep track of the authors as you do so so that the thread of the tale remains coherent.Many of those who have been first generation life long converts are pretty naive hippies from the 1970s and 1960s with not a clue as to what is right and wrong .,POS,Pretty,long,0
I would suggest this to anyone that asks .,POS,suggest,,0
"I would 've enjoyed that ... Renegade 's Magic , book III in the Soldier Son Trilogy , unfortunately does n't solve many of the problems of the first two installments ( i.e .",NEG,unfortunately,Magic,0
"I would 've enjoyed that ... Renegade 's Magic , book III in the Soldier Son Trilogy , unfortunately does n't solve many of the problems of the first two installments ( i.e .",NEG,unfortunately,Renegade,0
"I would 've enjoyed that ... Renegade 's Magic , book III in the Soldier Son Trilogy , unfortunately does n't solve many of the problems of the first two installments ( i.e .",NEG,unfortunately,'s,0
"I would 've enjoyed that ... Renegade 's Magic , book III in the Soldier Son Trilogy , unfortunately does n't solve many of the problems of the first two installments ( i.e .",POS,enjoyed,Magic,0
"I would 've enjoyed that ... Renegade 's Magic , book III in the Soldier Son Trilogy , unfortunately does n't solve many of the problems of the first two installments ( i.e .",POS,enjoyed,Renegade,0
"I would 've enjoyed that ... Renegade 's Magic , book III in the Soldier Son Trilogy , unfortunately does n't solve many of the problems of the first two installments ( i.e .",POS,enjoyed,'s,0
I wound up wishing one of them would just die so I would n't have to listen to the incessant bickering anymore.I would n't recommend this book to a first-time Hobb reader .,NEG,,of,1
I wound up wishing one of them would just die so I would n't have to listen to the incessant bickering anymore.I would n't recommend this book to a first-time Hobb reader .,NEG,,one,1
I wound up wishing one of them would just die so I would n't have to listen to the incessant bickering anymore.I would n't recommend this book to a first-time Hobb reader .,NEG,,them,1
I wound up wishing one of them would just die so I would n't have to listen to the incessant bickering anymore.I would n't recommend this book to a first-time Hobb reader .,POS,n't,book,1
I wound up wishing one of them would just die so I would n't have to listen to the incessant bickering anymore.I would n't recommend this book to a first-time Hobb reader .,POS,recommend,book,1
I wound up wishing one of them would just die so I would n't have to listen to the incessant bickering anymore.I would n't recommend this book to a first-time Hobb reader .,POS,would,book,1
"I you or anyone you know has or has had cancer , I highly recommned this book .",POS,highly,book,0
"I you or anyone you know has or has had cancer , I highly recommned this book .",POS,recommned,book,0
Id recommend it for anyone .,POS,recommend,,0
"If anyone else were to do a history of cancer , they truly could not match the quality of this book .",POS,,book,1
"If he writes it I 'll buy it , simple as that .",POS,,,1
"If his obsession is put into perspective , I think this is the clearest history of a complicated woman who loved her boys and tried her best to do good .",POS,clearest,history,0
"If however , your interest lies in reading about religions that are actually cults in disguise or the mistreatment and subjugation of women in certain religions , this isn't the book for you .",NEG,,book,1
If I am ever diagnosed with any form of cancer and treatments are recommended I will reread the appropriate section before making any decisions .,POS,,,1
"If I could give more stars , I would .",POS,,,1
"If it had been the first book of series , I would 've quit reading it .",NEG,,,1
"If it is crime thrillers you like , no one can beat Roger Hobbs .",POS,,Hobbs,1
"If it is crime thrillers you like , no one can beat Roger Hobbs .",POS,,Roger,1
If it was n't for people with hearts as big as Kathy 's ( who lives with her eyes wide open ) and shares these tragic stories .,NEG,tragic,stories,1
If it was n't for people with hearts as big as Kathy 's ( who lives with her eyes wide open ) and shares these tragic stories .,POS,,Kathy,1
If only someone in the editorial team could make the author excise the 'yeuch ' factor .,NEG,,,1
"If she keeps leaning on these narrative crutches to create tension , I might not make it through too many more books , which would be too bad .",NEG,bad,crutches,0
"If she keeps leaning on these narrative crutches to create tension , I might not make it through too many more books , which would be too bad .",NEG,bad,narrative,0
"If she keeps leaning on these narrative crutches to create tension , I might not make it through too many more books , which would be too bad .",NEG,too,crutches,0
"If she keeps leaning on these narrative crutches to create tension , I might not make it through too many more books , which would be too bad .",NEG,too,narrative,0
"If so he might want to seek a second opinion on his 'Essex Girl'.Overall an enjoyable 'listen ' and good to see McRae at last winning one fight after so many second prizes , albeit injuring himself , AGAIN , in the process .",POS,enjoyable,,0
"If so he might want to seek a second opinion on his 'Essex Girl'.Overall an enjoyable 'listen ' and good to see McRae at last winning one fight after so many second prizes , albeit injuring himself , AGAIN , in the process .",POS,Good,,0
"If the thought of this kind of story repels you , I would think you would have to be a big Hobb fan in order to enjoy it .",NEG,,kind,1
"If the thought of this kind of story repels you , I would think you would have to be a big Hobb fan in order to enjoy it .",NEG,,of,1
"If the thought of this kind of story repels you , I would think you would have to be a big Hobb fan in order to enjoy it .",NEG,,story,1
"If the thought of this kind of story repels you , I would think you would have to be a big Hobb fan in order to enjoy it .",NEG,,this,1
"If the thought of this kind of story repels you , I would think you would have to be a big Hobb fan in order to enjoy it .",NEG,,thought,1
"If they had read the book as written , they probably would have enjoyed it as much as I did .",POS,enjoyed,book,0
"If this first novel is anything to go by he will achieve his ambition , with many more books to follow this one and I for one will look forward to reading them.There has been a spate of novels about that delve back into history .",POS,forward,books,0
"If this first novel is anything to go by he will achieve his ambition , with many more books to follow this one and I for one will look forward to reading them.There has been a spate of novels about that delve back into history .",POS,look,books,0
"If this is your first time reading Feist , do n't start with this volume .",NEG,,volume,1
"If we MUST continue to see the soul-cut-in-half trope recur , can the hero of the next one at least end up getting the extroverted and action-oriented tendencies for once ? I think that 's really it : it 's rare that my opinion of a book is as simple as this , but it really is a simple divide this time.I love the world , I love the supporting characters , I love the idea , and I adore Hobb 's prose.But I simply can not find it in myself to like the protagonist .",POS,,,1
"If we MUST continue to see the soul-cut-in-half trope recur , can the hero of the next one at least end up getting the extroverted and action-oriented tendencies for once ? I think that 's really it : it 's rare that my opinion of a book is as simple as this , but it really is a simple divide this time.I love the world , I love the supporting characters , I love the idea , and I adore Hobb 's prose.But I simply can not find it in myself to like the protagonist .",POS,,protagonist,1
If you are a fan as I am however you will definitely enjoy the book .,POS,definitely,book,0
If you are a fan as I am however you will definitely enjoy the book .,POS,enjoy,book,0
"If you are a fan of Gordan Ramsay , you should enjoy this book .",POS,enjoy,book,0
"If you are a fan of Stuart MacBride , and the characters he chronicles in his ongoing series about the Aberdeen police , this book will most likely appeal to you , as well .",POS,appeal,book,0
"If you are a fan of Stuart MacBride , and the characters he chronicles in his ongoing series about the Aberdeen police , this book will most likely appeal to you , as well .",POS,likely,book,0
"If you are a fan of Stuart MacBride , and the characters he chronicles in his ongoing series about the Aberdeen police , this book will most likely appeal to you , as well .",POS,most,book,0
"If you are a fan of this series it is an enjoyable , although stumbling , read that advances the story plot towards a conclusion while leaving you wanting more at the end .",NEG,stumbling,,1
"If you are a fan of this series it is an enjoyable , although stumbling , read that advances the story plot towards a conclusion while leaving you wanting more at the end .",POS,enjoyable,,1
"If you are a fan of this series it is an enjoyable , although stumbling , read that advances the story plot towards a conclusion while leaving you wanting more at the end .",POS,,plot,1
"If you are a fan of this series it is an enjoyable , although stumbling , read that advances the story plot towards a conclusion while leaving you wanting more at the end .",POS,,story,1
"If you are a fan of this type of action / adventure genre , it should meet your basic requirements .",POS,,,1
"If you are a historian at heart , you will find this book enjoyable reading .",POS,enjoyable,book,0
"If you are a riftwar fan , this is a must read",POS,,,1
"If you are confused when you read this , know you are not alone.I blame the publisher and not the author for these mistakes .",NEG,blame,publisher,0
"If you are confused when you read this , know you are not alone.I blame the publisher and not the author for these mistakes .",NEG,confused,,0
If you are into twist and turns in a plot this the author for you .,POS,,and,1
If you are into twist and turns in a plot this the author for you .,POS,,author,1
If you are into twist and turns in a plot this the author for you .,POS,,turns,1
If you are into twist and turns in a plot this the author for you .,POS,,twist,1
"If you are looking to build a serious team of people who 's main goal is to be the best , this is a great read .",POS,great,read,0
"If you are new to Feist , I 'd recommend at least going back to the start of the Chaoswar trilogy ... .preferably back to the first in the series , Magician.I highly recommend this book .",POS,highly,book,0
"If you are new to Feist , I 'd recommend at least going back to the start of the Chaoswar trilogy ... .preferably back to the first in the series , Magician.I highly recommend this book .",POS,recommend,book,0
"If you are starting with Robin Hobb and want to understand her fan 's addiction , read the Farseer trilogy or the Liveship Traders and leave this one for last .",NEG,,one,1
"If you are starting with Robin Hobb and want to understand her fan 's addiction , read the Farseer trilogy or the Liveship Traders and leave this one for last .",NEG,,this,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,&,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,;,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,auml,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,Camilla,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,ckberg,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,L,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,'s,1
"If you are the type of reader who prefers police procedurals to remain focused on the investigation and to have little to say about anything else , Camilla L & auml ; ckberg 's series is not the one for you .",NEG,,series,1
"If you are up-to-speed on the Riftwar Cycle , these errors will annoy you but they wo n't change the story.And it is a very good story .",NEG,annoy,errors,0
"If you are up-to-speed on the Riftwar Cycle , these errors will annoy you but they wo n't change the story.And it is a very good story .",POS,Good,story,0
"If you are up-to-speed on the Riftwar Cycle , these errors will annoy you but they wo n't change the story.And it is a very good story .",POS,very,story,0
If you care about children -read this book .,POS,,book,1
If you consider intelligence and beautiful writing to be a turn on as I do you 're in for a treat,POS,beautiful,writing,0
If you consider intelligence and beautiful writing to be a turn on as I do you 're in for a treat,POS,intelligence,writing,0
If you consider intelligence and beautiful writing to be a turn on as I do you 're in for a treat,POS,treat,,0
"If you cut out the boring details that add nothing to the plot , it would be about 187 pages.Somewhere along the way mystery writers think readers would like to know about the detectives ' families , but there were way toomany tedious details about their family life , ad nauseam .",NEG,,,1
If you follow this series it is a must read .,POS,,,1
If you have an interest in Diana you won't regret getting the book .,POS,regret,book,0
If you have an interest in Diana you won't regret getting the book .,POS,won't,book,0
"If you have enjoyed Feist 's earlier novels ( Magican : Apprentice/Master and several books that follow , Heir to the Empire ) , I think you will enjoy this one as well .",POS,enjoy,one,0
"If you have enjoyed Feist 's earlier novels ( Magican : Apprentice/Master and several books that follow , Heir to the Empire ) , I think you will enjoy this one as well .",POS,enjoy,this,0
"If you have not tried one , I 'd suggest giving it a try if you enjoy mysteries .",POS,,,1
"If you have read the first two books in the series and want to know hoe things will end , just read the last 50 or so pages .",NEG,,,1
"If you haven't read the other two , then I suggest you do .",POS,,other,1
"If you haven't read the other two , then I suggest you do .",POS,,two,1
"If you like a complex plot with multiple murders and a lot of characters , this is one for you .",POS,,plot,1
"If you like adventure mixed in with interesting historical asides , you 'll like Adams ' work .",POS,like,',0
"If you like adventure mixed in with interesting historical asides , you 'll like Adams ' work .",POS,like,Adams,0
"If you like adventure mixed in with interesting historical asides , you 'll like Adams ' work .",POS,like,work,0
"If you like adventure stories , this is your book .",POS,,,1
If you like Feist you will like this book very good .,POS,good,book,0
If you like Feist you will like this book very good .,POS,like,book,0
If you like Feist you will like this book very good .,POS,very,book,0
"If you like mystery , thriller police procedurals you will totally enjoy this book .",POS,enjoy,book,0
"If you like mystery , thriller police procedurals you will totally enjoy this book .",POS,totally,book,0
"If you like police mysteries with plenty of twists and turns , without gratuitous violence you will love this series .",POS,love,series,0
If you like thrillers then this is one author you should be reading .,POS,,author,1
If you like thrillers then this is one author you should be reading .,POS,,,1
If you like your humour twisted - as I do - you 'll be laughing all the way to the bottom of the barrel .,POS,,,1
If you liked Dan Brown 's Da Vinci Code you are going to love Will Adams .,POS,love,Will,1
If you liked Dan Brown 's Da Vinci Code you are going to love Will Adams .,POS,love,Adams,0
"If you look at them objectively , they really are n't very flattering .",NEU,are,them,0
"If you look at them objectively , they really are n't very flattering .",NEU,flattering,them,0
"If you look at them objectively , they really are n't very flattering .",NEU,n't,them,0
"If you look at them objectively , they really are n't very flattering .",NEU,really,them,0
"If you look at them objectively , they really are n't very flattering .",NEU,very,them,0
If you love mysteries you 'll love this one .,POS,love,one,0
If you love mysteries you 'll love this one .,POS,love,this,0
"If you need a little escapeism and you HATE waiting for that next book , start at the begining of Raymond Feist books and you will be entertained fully while you catch up on this extensive story",POS,entertained,story,0
"If you need a little escapeism and you HATE waiting for that next book , start at the begining of Raymond Feist books and you will be entertained fully while you catch up on this extensive story",POS,extensive,story,0
"If you need a little escapeism and you HATE waiting for that next book , start at the begining of Raymond Feist books and you will be entertained fully while you catch up on this extensive story",POS,fully,story,0
"If you own a restaurant , or you follow Gordon through his carious Tv shows , I recommend his book .",POS,recommend,book,0
"If you 're going to publish a book this thick and arcane to most readers , you better write well and have lots to say .",NEG,thick,book,0
"If you 're going to publish a book this thick and arcane to most readers , you better write well and have lots to say .",NEU,arcane,book,0
If you 're into Diana books I 'd keep this one last after you 've read the rest .,NEG,,one,1
If you 're into Diana books I 'd keep this one last after you 've read the rest .,NEG,,this,1
"If you 're looking for a great read and not much of a fan of Gordon Ramsays , then I do n't recommend , hence the 3 stars .",NEG,do,read,1
"If you 're looking for a great read and not much of a fan of Gordon Ramsays , then I do n't recommend , hence the 3 stars .",NEG,n't,read,1
"If you 're looking for a great read and not much of a fan of Gordon Ramsays , then I do n't recommend , hence the 3 stars .",NEG,recommend,read,1
"If you 're looking for a great read and not much of a fan of Gordon Ramsays , then I do n't recommend , hence the 3 stars .",NEU,,read,1
If you 're looking for tips on how to avoid cancer or its causes this is not the book.It 's just a long tabulation of the history of developments surrounding the subject but unless you want that the book is 90 % useless.Pulitzers are just no recommendation these days,NEG,,book.It,1
"If you read one book this year , read this book .",POS,,book,1
"If you 've read books 1 and 2 , you definitely don't want to miss this one !",POS,,one,1
"If you 've read books 1 and 2 , you definitely don't want to miss this one !",POS,,this,1
"If you want an education in where we were ; and where we are heading in the research and discovery of CANCER cures , this book is for you .",POS,,book,1
"If you want to better understand the WHY and HOW of modern cancer treatment , this book is an excellent resource .",POS,excellent,book,0
If you want to get insight on his business dealings and the restaurants in the Ramsay Holdings company and some background on his life in general then this is the book for you .,POS,,book,1
im reading this book due to the book the fault in our stars john greene wrote that book and he said he got that info by readingnthis book,POS,,book,1
"Im sure theres a lot more one could learn about cancer , but Mukherjee covers a lot of ground in an interesting package.I wo n't say I enjoyed the book ( its unavoidably depressing , if hopeful ) but I did find it both interesting and readable .",NEG,depressing,book,0
"Im sure theres a lot more one could learn about cancer , but Mukherjee covers a lot of ground in an interesting package.I wo n't say I enjoyed the book ( its unavoidably depressing , if hopeful ) but I did find it both interesting and readable .",NEG,unavoidably,book,0
"Im sure theres a lot more one could learn about cancer , but Mukherjee covers a lot of ground in an interesting package.I wo n't say I enjoyed the book ( its unavoidably depressing , if hopeful ) but I did find it both interesting and readable .",NEU,enjoyed,book,0
"Im sure theres a lot more one could learn about cancer , but Mukherjee covers a lot of ground in an interesting package.I wo n't say I enjoyed the book ( its unavoidably depressing , if hopeful ) but I did find it both interesting and readable .",POS,interesting,book,0
"Im sure theres a lot more one could learn about cancer , but Mukherjee covers a lot of ground in an interesting package.I wo n't say I enjoyed the book ( its unavoidably depressing , if hopeful ) but I did find it both interesting and readable .",POS,interesting,package.I,0
"Im sure theres a lot more one could learn about cancer , but Mukherjee covers a lot of ground in an interesting package.I wo n't say I enjoyed the book ( its unavoidably depressing , if hopeful ) but I did find it both interesting and readable .",POS,readable,book,0
Immediately followed this with the 3-DVD PBS series from Netflix .,POS,Immediately,3-DVD,0
Immediately followed this with the 3-DVD PBS series from Netflix .,POS,Immediately,PBS,0
Immediately followed this with the 3-DVD PBS series from Netflix .,POS,Immediately,series,0
Important topic but not presented well.Do n't waste your time or money .,NEG,well.Do,,1
Important topic but not presented well.Do n't waste your time or money .,NEG,,,1
Important topic but not presented well.Do n't waste your time or money .,POS,important,topic,1
"In a sense both Siddhartha Mukherjee and Ken Burns has given a voice to this darkness that slowly is causing thousands to die , suffer , or go through.Not only does this book and documentary explore the vast history of this horror , but it also puts a face on this monster .",POS,,Mukherjee,1
"In a sense both Siddhartha Mukherjee and Ken Burns has given a voice to this darkness that slowly is causing thousands to die , suffer , or go through.Not only does this book and documentary explore the vast history of this horror , but it also puts a face on this monster .",POS,,Siddhartha,1
"In addition , cancer may be prevented by encouraging people to avoid environmental carcinogens such as cigarette smoke.This elegant and heartrending narrative is far more than a biography of a terrible malady .",NEG,elegant,narrative,0
"In addition , cancer may be prevented by encouraging people to avoid environmental carcinogens such as cigarette smoke.This elegant and heartrending narrative is far more than a biography of a terrible malady .",NEG,heartrending,narrative,0
"In between the mystery of the crimes , the characters made this novel enjoyable .",POS,enjoyable,characters,0
"In fact I thought that in the fourth of the series , Flesh House , he overstepped the mark of what most would consider crime fiction and strayed into horror territory , and I was sorry I had read it .",NEG,sorry,Flesh,0
"In fact I thought that in the fourth of the series , Flesh House , he overstepped the mark of what most would consider crime fiction and strayed into horror territory , and I was sorry I had read it .",NEG,sorry,HOUSE,0
"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",POS,carefully,book,0
"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",POS,considerable,book,0
"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",POS,fine,book,0
"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",POS,gripping,book,0
"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",POS,literary,book,0
"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",POS,sensibility,book,0
