sentence,aspect,sentiment,subjectivity
"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.",priced,positive,0
"kind, attentive wait staff.",wait staff,positive,0
salads were fantastic.,salads,positive,0
the owners and employees are friendly and their pizza is fantastic.,owners,positive,0
the owners and employees are friendly and their pizza is fantastic.,employees,positive,0
the owners and employees are friendly and their pizza is fantastic.,pizza,positive,0
"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive,0
"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive,0
i complete the total bagel experience by having it lightly toasted.,bagel,positive,0
the service is good and ambience is good for a date or group outing.,ambience,positive,0
"the staff is excellent, special: that girl behind the bar, european chic.",staff,positive,0
"stick with the chicken, beef, and lamb dishes.",chicken,positive,0
"stick with the chicken, beef, and lamb dishes.",beef,positive,0
"stick with the chicken, beef, and lamb dishes.",lamb dishes,positive,0
"we a menu that rarely changes, except for one or two specials, the quality and care they put in their food in evident.",quality,positive,0
"we a menu that rarely changes, except for one or two specials, the quality and care they put in their food in evident.",care,positive,0
this restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive,0
the only thing the waiters don't do for you is wipe your chin when you leave.,waiters,positive,0
"stick to dimsum, not super overpriced noodles.",dimsum,positive,0
the service is fine and they allow you to enjoy the view.,view,positive,0
delicious simple food in nice outdoor atmosphere.,atmosphere,positive,0
try sashimi cucumber roll.,sashimi cucumber roll,positive,0
their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,positive,0
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,positive,0
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,0
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,positive,0
the atmosphere is much better than sripraphai (more modern and sleek).,atmosphere,positive,0
"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,positive,0
and they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,positive,0
my husband and i enjoyed each of the 6 taste size portions and left completely full.,portions,positive,0
"we all ate pasta entree, which were great.",pasta entree,positive,0
the steak was excellent and one of the best i have had (i tasted the butter initially but in no way did it overwhelm the flavor of the meat).,steak,positive,0
the steak was excellent and one of the best i have had (i tasted the butter initially but in no way did it overwhelm the flavor of the meat).,meat,positive,0
"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,positive,0
"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",lunch,positive,0
terrific menu full of unique rolls and special dishes.,menu,positive,0
terrific menu full of unique rolls and special dishes.,rolls,positive,0
terrific menu full of unique rolls and special dishes.,dishes,positive,0
"we love the food, drinks, and atmosphere!",drinks,positive,0
"we love the food, drinks, and atmosphere!",atmosphere,positive,0
"went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!",place,positive,0
"the vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,positive,0
"if the weather is nice, try to snag an outside table.",table,positive,0
"if you are looking for a good quality, cheap eats - this is the place.",quality,positive,0
the service was friendly and the atmosphere was casual.,atmosphere,positive,0
"i recommend their pad see ew, pork chops or tofu plates.",pad see ew,positive,0
"i recommend their pad see ew, pork chops or tofu plates.",pork chops,positive,0
"i recommend their pad see ew, pork chops or tofu plates.",tofu plates,positive,0
never in my life did i think that i could be satisfied both in taste and in quantity for $3.00 in nyc.,taste,positive,0
never in my life did i think that i could be satisfied both in taste and in quantity for $3.00 in nyc.,quantity,positive,0
"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.",drinks,positive,0
"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.",steak with portobello mushrooms,positive,0
"the main course had an average portion, and was decent overall.",main course,positive,0
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,cocktails,positive,0
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,positive,0
"staff is great, very attentive.",staff,positive,0
the dinner menu is diverse and top-notch as well.,dinner menu,positive,0
it is what modern cuisine is all about.,cuisine,positive,0
"i don't like indian food too much and this was delicious, however you want to factor that into the equation.",indian food,positive,0
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,positive,0
jimmy's is hands down the hottest night spot in the bronx.,spot,positive,0
"nice ambiance, nice little bar, good bartender, francois, and good service.",bar,positive,0
"nice ambiance, nice little bar, good bartender, francois, and good service.",bartender,positive,0
"nice ambiance, nice little bar, good bartender, francois, and good service.",ambiance,positive,0
"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,positive,0
"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,positive,0
"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,positive,0
i would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,positive,0
simple comfort food and what hot and lage portions.,comfort food,positive,0
simple comfort food and what hot and lage portions.,portions,positive,0
the bagels are also reasonably priced for nyc.,bagels,positive,0
the bagels are also reasonably priced for nyc.,priced,positive,0
"if you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,positive,0
"if you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,positive,0
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,positive,0
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,positive,0
coming from boston this place is like emma's pizza in kendall square in cambridge (although they have more funky toppings!),toppings,positive,0
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time",place,positive,0
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time",meal,positive,0
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time",lobster tails,positive,0
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",espresso cup filled with chocolate mousse,positive,0
"i've been to this restaurant more than a dozen times and when i'm craving for pho, lemon grass chicken or beef cube on rice, this is the place to go.",pho,positive,0
"i've been to this restaurant more than a dozen times and when i'm craving for pho, lemon grass chicken or beef cube on rice, this is the place to go.",lemon grass chicken,positive,0
"i've been to this restaurant more than a dozen times and when i'm craving for pho, lemon grass chicken or beef cube on rice, this is the place to go.",beef cube on rice,positive,0
"oh yes, and if you are a fan of indian oldies film stars, there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls, some of which, i would love to know where they obtained.",portraits,positive,0
"the food is spectacular, from the appetizers to the main course, and then of course the desserts, (wow) you'll need no more.",appetizers,positive,0
"the food is spectacular, from the appetizers to the main course, and then of course the desserts, (wow) you'll need no more.",main course,positive,0
"the food is spectacular, from the appetizers to the main course, and then of course the desserts, (wow) you'll need no more.",desserts,positive,0
my fish was delicious in an incredible curry sauce.,fish,positive,0
my fish was delicious in an incredible curry sauce.,curry sauce,positive,0
if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side.,deli,positive,0
"even upon delivery, their juicy pork buns are quite good . .",pork buns,positive,0
"average to good thai food, but terrible delivery.",thai food,positive,0
the space is nice but when we order our drink we were in for a surprise.,space,positive,0
joe's pizza used to have the best slice until this pizzeria opened up.,slice,positive,0
and they provided a delicious dessert on the house!,dessert,positive,0
"the food is amazing, rich pastas and fresh doughy pizza.",pastas,positive,0
"the food is amazing, rich pastas and fresh doughy pizza.",pizza,positive,0
i had lobster bisque it has 2 oz. of maine lobster in it.,lobster bisque,positive,0
i had lobster bisque it has 2 oz. of maine lobster in it.,maine lobster,positive,0
"try the pad thai, it's fabulous and their prices are so cheap!",pad thai,positive,0
"try the pad thai, it's fabulous and their prices are so cheap!",prices,positive,0
the price very reasonable.,price,positive,0
"dessert - can't be missed, so save room!!!",dessert,positive,0
ingredients are organic which is a real plus for me.,ingredients,positive,0
i recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,cuisine,positive,0
i recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,prices,positive,0
"the staff was very attentive, the ambience lovely, and the food superb.",staff,positive,0
"the staff was very attentive, the ambience lovely, and the food superb.",ambience,positive,0
"i love when restaurants think using fancy expensive ingredients makes the food fine cuisine, even with no idea how to use them.",ingredients,positive,0
"i love when restaurants think using fancy expensive ingredients makes the food fine cuisine, even with no idea how to use them.",cuisine,positive,0
"the pizza and wine were excellent, the service too, but what really made this place was the backyard dining area.",pizza,positive,0
"the pizza and wine were excellent, the service too, but what really made this place was the backyard dining area.",wine,positive,0
"the pizza and wine were excellent, the service too, but what really made this place was the backyard dining area.",backyard dining area,positive,0
"the waiters are sweet, the food is tasty and the bill is never too large.",waiters,positive,0
"the waiters are sweet, the food is tasty and the bill is never too large.",bill,positive,0
"we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food.",menu,positive,0
"it only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive,0
"warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",surroundings,positive,0
we ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,positive,0
we arrived on time for our reservation and seated promptly.,reservation,positive,0
"the well mannered, pleasant staff that tony has in his employ.",staff,positive,0
the flavors robust and subtle.,flavors,positive,0
"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",oysters,positive,0
"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",quality,positive,0
"we concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,positive,0
"this is such a lovely, peaceful place to eat outside.",place,positive,0
the sauce is delicious and the crust is perfect.,sauce,positive,0
the sauce is delicious and the crust is perfect.,crust,positive,0
they have some great entrees here as well.,entrees,positive,0
"the food, served in small tasting portions (as an option) is very good with each dish being better than the next.",portions,positive,0
"the food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,positive,0
"they do cater to american palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,0
i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beautiful.,mango chicken,positive,0
i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beautiful.,presentation,positive,0
the garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,positive,0
the best pad thai i've ever had.,pad thai,positive,0
great pizza and fantastic service.,pizza,positive,0
"while this is a pretty place in that overly cute french way, the food was insultingly horrible.",place,positive,0
their coffee is quite good too!,coffee,positive,0
"great wine list (italian), good food, service was initially fine.",wine list,positive,0
"despite the fact that the space is large, they've overcrowded the floor with tables.",space,positive,0
taxan delicious!,taxan,positive,0
"unlike other places in nyc where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably sized portion (and price).",price,positive,0
"unlike other places in nyc where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably sized portion (and price).",portion,positive,0
"restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,positive,0
killer sushi!,sushi,positive,0
"staffs are not that friendly, but the taste covers all.",taste,positive,0
the jukebox plays everything from italian opera to the strokes.,jukebox,positive,0
plus they made a perfect martini.,martini,positive,0
the waiter was attentive.,waiter,positive,0
their margarita is best i've had since i've returned from naples!,margarita,positive,0
the tastes makes your mouth water for more.,tastes,positive,0
"their sake list was extensive, but we were looking for purple haze, which wasn't listed but made for us upon request!",sake list,positive,0
they are served with a free appetizer and the portions are perfect for lunch.,appetizer,positive,0
they are served with a free appetizer and the portions are perfect for lunch.,portions,positive,0
there is actually space to breathe and the decor sets the tone for an intimate dinner.,space,positive,0
there is actually space to breathe and the decor sets the tone for an intimate dinner.,decor,positive,0
this place has really fresh sushi and a nice large menu of japanese classic cuisine.,sushi,positive,0
this place has really fresh sushi and a nice large menu of japanese classic cuisine.,menu,positive,0
this place has really fresh sushi and a nice large menu of japanese classic cuisine.,japanese classic cuisine,positive,0
"my wife and i also enjoyed the spinach, the shanghai low mein, and other attractions.",spinach,positive,0
"my wife and i also enjoyed the spinach, the shanghai low mein, and other attractions.",shanghai low mein,positive,0
if you have a dumpling fetish i suggest you try some here!,dumpling,positive,0
"three page wine menu, one page entree and horedevous.",wine menu,positive,0
"three page wine menu, one page entree and horedevous.",entree,positive,0
"three page wine menu, one page entree and horedevous.",horedevous,positive,0
"the food is consistently wonderful - i've been coming here for years, and the owner has always been accommodating and friendly.",owner,positive,0
"if you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",hong-kong styled milk,positive,0
"if you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",tea with tapioca pearls (hot),positive,0
"they're also friendlier here, especially the owner, kenny.",owner,positive,0
"while the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",plate,positive,0
winnie and her staff are the best crew you can find serving you.,crew,positive,0
winnie and her staff are the best crew you can find serving you.,staff,positive,0
winnie and her staff are the best crew you can find serving you.,serving,positive,0
"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambiance,positive,0
"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",dishes,positive,0
"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",eggplant parmesan,positive,0
"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,positive,0
you can even get packages of the chutneys to stock your fridge!,chutneys,positive,0
the bar has various selections and the mixed drink special is a catcher! 2 for 1's.,bar,positive,0
the bar has various selections and the mixed drink special is a catcher! 2 for 1's.,mixed drink special,positive,0
"if it isn't for the food (a+++), it must be the service or the ambience.",ambience,positive,0
"i like the ambience, it's very dark and original.",ambience,positive,0
pick a bagel has the best bagels in the city.,bagels,positive,0
the fried dumplings are great!,fried dumplings,positive,0
this place has the best chinese style bbq ribs in the city.,bbq ribs,positive,0
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pellegrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pellegrino,positive,0
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pellegrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,positive,0
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pellegrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,positive,0
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pellegrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive,0
"the ""kamasutra"" and ""bombay cosmopolitan"" are excellent and will have you tipsy in no time.",kamasutra,positive,0
"the ""kamasutra"" and ""bombay cosmopolitan"" are excellent and will have you tipsy in no time.",bombay cosmopolitan,positive,0
this is the perfect date spot for williamsburg couples.,date spot,positive,0
"service was slow, but the people were friendly.",people,positive,0
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",staff,positive,0
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",atmosphere,positive,0
they have a very diverse menu so its something for everybody.,menu,positive,0
"as a long-time patron of mamoun's, i always figured that i had found the best late night food spot in the city.",food spot,positive,0
get the tuna of gari.,tuna,positive,0
"i like the samosas, chai, and the chole, but the dosa and dal were kinda disappointing.",samosas,positive,0
"i like the samosas, chai, and the chole, but the dosa and dal were kinda disappointing.",chai,positive,0
"i like the samosas, chai, and the chole, but the dosa and dal were kinda disappointing.",chole,positive,0
"great food, great decor, great service.",decor,positive,0
i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,dining,positive,0
i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,price,positive,0
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive,0
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,positive,0
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive,0
"they sell special sushi, everything have a topping, sauce and etc.",sushi,positive,0
"they sell special sushi, everything have a topping, sauce and etc.",sauce,positive,0
"they sell special sushi, everything have a topping, sauce and etc.",topping,positive,0
"i took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive,0
"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",atmosphere,positive,0
"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",music,positive,0
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,positive,0
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,positive,0
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,positive,0
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures,positive,0
all the desserts the group tried got favorable reviews.,desserts,positive,0
there's something smooth about sipping sake upper east side style.,sake,positive,0
it's a nice place to relax and have conversation.,place,positive,0
best reuben sandwich ever!,reuben sandwich,positive,0
lucky strike is a great casual place to just grab a bite to eat.,place,positive,0
wonderful strawberry daiquiris as well!,strawberry daiquiris,positive,0
frites were delicious if a bit on the thick side.,frites,positive,0
here you get the zen feel without feeling rigid.,zen feel,positive,0
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,positive,0
"overall, the best bagel in town.",bagel,positive,0
"light, refreshing summer rolls (not fried) remind me of vietnamese places in paris.",summer rolls,positive,0
the sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,0
spreads and toppings are great - though a bit pricey.,spreads,positive,0
spreads and toppings are great - though a bit pricey.,toppings,positive,0
"when i saw that their website had a link to da ciro in napoli, i knew there was going to be good pizza!",pizza,positive,0
indoor was very cozy and cute.,indoor,positive,0
we had a 3 hour brunch (they definitely do not rush you) and they kept the unlimited mimosas flowing the whole time.,brunch,positive,0
we had a 3 hour brunch (they definitely do not rush you) and they kept the unlimited mimosas flowing the whole time.,mimosas,positive,0
"great spot, whether looking for a couple of drinks or quiet dinner.",drinks,positive,0
"great spot, whether looking for a couple of drinks or quiet dinner.",dinner,positive,0
"great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive,0
"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe,positive,0
"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",outdoor chairs,positive,0
"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables,positive,0
i've rarely had a problem with slow staff in the 10 years i've been going.,staff,positive,0
although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,positive,0
excellent lunch buffet for only $6.95.,lunch buffet,positive,0
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,positive,0
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,positive,0
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,positive,0
"ambience is so cute and quaint, good for business although we were there on vacation.",ambience,positive,0
"the portion sizes here are huge, and the sushi is good.",portion sizes,positive,0
"the portion sizes here are huge, and the sushi is good.",sushi,positive,0
my boyfriend ate tuna and it was cooked perfectly!,tuna,positive,0
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,positive,0
"great eats, good times.",eats,positive,0
"grilled whole fish wonderful, great spicing.",fish,positive,0
"for years, i thought tuscan cuisine was the best, but salvatore converted me to the hearty neapolitan fare on my first visit.",neapolitan fare,positive,0
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,positive,0
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,positive,0
try the lobster teriyaki and the rose special roll.,lobster teriyaki,positive,0
try the lobster teriyaki and the rose special roll.,rose special roll,positive,0
another plus is most of the entrees are approx.,entrees,positive,0
"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",atmosphere,positive,0
"i found the food, service and value exceptional everytime i have been there.",value,positive,0
"the drinks are a saving grace, but service staff, please, get over yourselves.",drinks,positive,0
the all italian staff is warm and engaging from the start.,staff,positive,0
the prices are exceptionally reasonable for food of this caliber.,prices,positive,0
if you go here - your focus should be the tamarind margaritas.,tamarind margaritas,positive,0
the fillet mignon dish was superb!,fillet mignon dish,positive,0
i had been a regular due to the consistently good food and ease of getting a table.,getting a table,positive,0
this place is the most japanese it can ever get.,place,positive,0
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",pastrami on challah sandwich,positive,0
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",soups,positive,0
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",knishes,positive,0
cozy romantic atmosphere with only around 15 tables at most.,atmosphere,positive,0
cozy romantic atmosphere with only around 15 tables at most.,tables,positive,0
this place is worth going even if only for their beer.,beer,positive,0
i really like both the scallops and the mahi mahi (on saffron risotto yum!).,scallops,positive,0
i really like both the scallops and the mahi mahi (on saffron risotto yum!).,mahi mahi,positive,0
"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive,0
"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices,positive,0
the sandwiches are out-of-this world!,sandwiches,positive,0
"if you live in upper manhattan, siam square is the place for thia food.",thia food,positive,0
decor is charming.,decor,positive,0
really tasty spring rolls and noodles for a good price though.,spring rolls,positive,0
really tasty spring rolls and noodles for a good price though.,noodles,positive,0
really tasty spring rolls and noodles for a good price though.,price,positive,0
"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,positive,0
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candleberry nice touch, and attentive staff.",stuff,positive,0
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candleberry nice touch, and attentive staff.",waiter,positive,0
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candleberry nice touch, and attentive staff.",dessert,positive,0
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candleberry nice touch, and attentive staff.",staff,positive,0
"if you go for the pre-theatre menu, it's an even greater deal.",pre-theatre menu,positive,0
"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",seafood,positive,0
"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",vegetables,positive,0
"the prices cannot be beat for the quality, quantity, freshness and taste.",prices,positive,0
"the prices cannot be beat for the quality, quantity, freshness and taste.",quality,positive,0
"the prices cannot be beat for the quality, quantity, freshness and taste.",quantity,positive,0
"the prices cannot be beat for the quality, quantity, freshness and taste.",freshness,positive,0
"the prices cannot be beat for the quality, quantity, freshness and taste.",taste,positive,0
"check it out, it won't hurt your stomach or your wallet.",stomach,positive,0
"check it out, it won't hurt your stomach or your wallet.",wallet,positive,0
"little tonino's is just awesome, our favorite delivery place in kennsington, honestly the best gnochi i have ever had!",gnochi,positive,0
i have been about 4 times and have always had a great meal.,meal,positive,0
we usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,positive,0
we usually just get some of the dinner specials and they are very reasonably priced and very tasty.,priced,positive,0
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,positive,0
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,cheese,positive,0
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,fondue,positive,0
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,table grilling,positive,0
their exotic salad is basic ly a delicious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,exotic salad,positive,0
their exotic salad is basic ly a delicious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,green salad,positive,0
their exotic salad is basic ly a delicious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,sweet basil fried tofu,positive,0
their exotic salad is basic ly a delicious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,peanut sauce,positive,0
"even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,positive,0
"even if the food wasn't this good, the garden is a great place to sit outside and relax.",place,positive,0
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwich is great for heartier appetites.",chicken,positive,0
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwich is great for heartier appetites.",steak,positive,0
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwich is great for heartier appetites.",lamb sandwhich,positive,0
"while this can hardly be called a restaurant, it is possibly the best deal in manhattan: $4 for a plate heaped with rice and 2-3 entrees.",rice,positive,0
"while this can hardly be called a restaurant, it is possibly the best deal in manhattan: $4 for a plate heaped with rice and 2-3 entrees.",entrees,positive,0
traditional french decor was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,traditional french decor,positive,0
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,fish,positive,0
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sushi chef,positive,0
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,wasabi,positive,0
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,soy sauce,positive,0
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sea salt,positive,0
my son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,positive,0
i really recommend the very simple unda (egg) rolls.,unda (egg) rolls,positive,0
very good wine choices.,wine choices,positive,0
"this is the only thai place i go too in nyc, it's wonderful, and live relaxed jazz on certain nights.",jazz,positive,0
"if you are in a big group, this place is perfect because it recommends sharing - they have lazy susans on most tables - even families can feel comfortable here.",lazy susans,positive,0
"if you are in a big group, this place is perfect because it recommends sharing - they have lazy susans on most tables - even families can feel comfortable here.",tables,positive,0
they showed up 15 minutes after the tuna melt.,tuna,positive,0
"tasty steak, pork loin, the works.",steak,positive,0
"tasty steak, pork loin, the works.",pork loin,positive,0
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting,positive,0
"the burger was great, also.",burger,positive,0
"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",portions,positive,0
the pizza was great.,pizza,positive,0
i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,edamame pureed,positive,0
the price was extremely reasonable for the appetizers and food we ate.,price,positive,0
the price was extremely reasonable for the appetizers and food we ate.,appetizers,positive,0
